"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage"
"51191","2","61131","77","0","2013","4","N","Washington County, Virginia","State Government","Colleges and universities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",2.19,0,0,0,0,0,0,0
"51191","2","611310","78","0","2013","1","N","Washington County, Virginia","State Government","Colleges and universities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",2.12,0,0,0,0,0,0,0
"51191","2","611310","78","0","2013","2","N","Washington County, Virginia","State Government","Colleges and universities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",2.13,0,0,0,0,0,0,0
"51191","2","611310","78","0","2013","3","N","Washington County, Virginia","State Government","Colleges and universities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",2.13,0,0,0,0,0,0,0
"51191","2","611310","78","0","2013","4","N","Washington County, Virginia","State Government","Colleges and universities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",2.19,0,0,0,0,0,0,0
"51191","2","62","74","0","2013","1","N","Washington County, Virginia","State Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0
"51191","2","62","74","0","2013","2","N","Washington County, Virginia","State Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0
"51191","2","62","74","0","2013","3","N","Washington County, Virginia","State Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0
"51191","2","62","74","0","2013","4","N","Washington County, Virginia","State Government","Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0
"51191","2","624","75","0","2013","1","N","Washington County, Virginia","State Government","Social assistance","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.23,0,0,0,0,0,0,0
"51191","2","624","75","0","2013","2","N","Washington County, Virginia","State Government","Social assistance","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.24,0,0,0,0,0,0,0
"51191","2","624","75","0","2013","3","N","Washington County, Virginia","State Government","Social assistance","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.20,0,0,0,0,0,0,0
"51191","2","624","75","0","2013","4","N","Washington County, Virginia","State Government","Social assistance","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.26,0,0,0,0,0,0,0
"51191","2","6243","76","0","2013","1","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.01,0,0,0,0,0,0,0
"51191","2","6243","76","0","2013","2","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.06,0,0,0,0,0,0,0
"51191","2","6243","76","0","2013","3","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,0
"51191","2","6243","76","0","2013","4","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.26,0,0,0,0,0,0,0
"51191","2","62431","77","0","2013","1","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.01,0,0,0,0,0,0,0
"51191","2","62431","77","0","2013","2","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.06,0,0,0,0,0,0,0
"51191","2","62431","77","0","2013","3","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,0
"51191","2","62431","77","0","2013","4","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.26,0,0,0,0,0,0,0
"51191","2","624310","78","0","2013","1","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.01,0,0,0,0,0,0,0
"51191","2","624310","78","0","2013","2","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.06,0,0,0,0,0,0,0
"51191","2","624310","78","0","2013","3","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,0
"51191","2","624310","78","0","2013","4","N","Washington County, Virginia","State Government","Vocational rehabilitation services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.26,0,0,0,0,0,0,0
"51191","2","92","74","0","2013","1","N","Washington County, Virginia","State Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",2.49,0,0,0,0,0,0,0
"51191","2","92","74","0","2013","2","N","Washington County, Virginia","State Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",2.51,0,0,0,0,0,0,0
"51191","2","92","74","0","2013","3","N","Washington County, Virginia","State Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",2.49,0,0,0,0,0,0,0
"51191","2","92","74","0","2013","4","N","Washington County, Virginia","State Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",2.55,0,0,0,0,0,0,0
"51191","2","921","75","0","2013","1","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","921","75","0","2013","2","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","921","75","0","2013","3","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0
"51191","2","921","75","0","2013","4","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","9211","76","0","2013","1","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","9211","76","0","2013","2","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","9211","76","0","2013","3","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0
"51191","2","9211","76","0","2013","4","N","Washington County, Virginia","State Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","92113","77","0","2013","1","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.53,0,0,0,0,0,0,0
"51191","2","92113","77","0","2013","2","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.52,0,0,0,0,0,0,0
"51191","2","92113","77","0","2013","3","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.52,0,0,0,0,0,0,0
"51191","2","92113","77","0","2013","4","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.58,0,0,0,0,0,0,0
"51191","2","921130","78","0","2013","1","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.53,0,0,0,0,0,0,0
"51191","2","921130","78","0","2013","2","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.52,0,0,0,0,0,0,0
"51191","2","921130","78","0","2013","3","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.52,0,0,0,0,0,0,0
"51191","2","921130","78","0","2013","4","N","Washington County, Virginia","State Government","Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.58,0,0,0,0,0,0,0
"51191","2","922","75","0","2013","1","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,84,81,82,1016610,0,0,950,"",3.50,0.76,0.74,0.74,0.98,0.00,0.00,1.31
"51191","2","922","75","0","2013","2","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,84,82,83,1009788,0,0,936,"",3.51,0.76,0.75,0.76,0.93,0.00,0.00,1.23
"51191","2","922","75","0","2013","3","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,84,83,83,1035638,0,0,956,"",3.49,0.76,0.76,0.77,0.97,0.00,0.00,1.26
"51191","2","922","75","0","2013","4","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,81,81,81,1018867,0,0,968,"",3.54,0.76,0.76,0.76,1.00,0.00,0.00,1.32
"51191","2","9221","76","0","2013","1","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,84,81,82,1016610,0,0,950,"",3.50,0.76,0.74,0.74,0.98,0.00,0.00,1.31
"51191","2","9221","76","0","2013","2","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,84,82,83,1009788,0,0,936,"",3.51,0.76,0.75,0.76,0.93,0.00,0.00,1.23
"51191","2","9221","76","0","2013","3","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,84,83,83,1035638,0,0,956,"",3.49,0.76,0.76,0.77,0.97,0.00,0.00,1.26
"51191","2","9221","76","0","2013","4","","Washington County, Virginia","State Government","Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,81,81,81,1018867,0,0,968,"",3.54,0.76,0.76,0.76,1.00,0.00,0.00,1.32
"51191","2","92211","77","0","2013","1","","Washington County, Virginia","State Government","Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,24,24,24,280688,0,0,900,"",9.16,1.57,1.57,1.56,1.86,0.00,0.00,1.19
"51191","2","92211","77","0","2013","2","","Washington County, Virginia","State Government","Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,23,23,23,283788,0,0,949,"",9.19,1.49,1.49,1.49,1.84,0.00,0.00,1.24
"51191","2","92211","77","0","2013","3","","Washington County, Virginia","State Government","Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,24,24,24,291733,0,0,935,"",9.14,1.56,1.57,1.58,1.86,0.00,0.00,1.19
"51191","2","92211","77","0","2013","4","","Washington County, Virginia","State Government","Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,22,22,22,288020,0,0,1007,"",9.30,1.46,1.47,1.47,1.99,0.00,0.00,1.35
"51191","2","922110","78","0","2013","1","","Washington County, Virginia","State Government","Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,24,24,24,280688,0,0,900,"",9.16,1.57,1.57,1.56,1.86,0.00,0.00,1.19
"51191","2","922110","78","0","2013","2","","Washington County, Virginia","State Government","Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,23,23,23,283788,0,0,949,"",9.19,1.49,1.49,1.49,1.84,0.00,0.00,1.24
"51191","2","922110","78","0","2013","3","","Washington County, Virginia","State Government","Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,24,24,24,291733,0,0,935,"",9.14,1.56,1.57,1.58,1.86,0.00,0.00,1.19
"51191","2","922110","78","0","2013","4","","Washington County, Virginia","State Government","Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,22,22,22,288020,0,0,1007,"",9.30,1.46,1.47,1.47,1.99,0.00,0.00,1.35
"51191","2","92212","77","0","2013","1","N","Washington County, Virginia","State Government","Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.48,0,0,0,0,0,0,0
"51191","2","92212","77","0","2013","2","N","Washington County, Virginia","State Government","Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.49,0,0,0,0,0,0,0
"51191","2","92212","77","0","2013","3","N","Washington County, Virginia","State Government","Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.48,0,0,0,0,0,0,0
"51191","2","92212","77","0","2013","4","N","Washington County, Virginia","State Government","Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.54,0,0,0,0,0,0,0
"51191","2","922120","78","0","2013","1","N","Washington County, Virginia","State Government","Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.48,0,0,0,0,0,0,0
"51191","2","922120","78","0","2013","2","N","Washington County, Virginia","State Government","Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.49,0,0,0,0,0,0,0
"51191","2","922120","78","0","2013","3","N","Washington County, Virginia","State Government","Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.48,0,0,0,0,0,0,0
"51191","2","922120","78","0","2013","4","N","Washington County, Virginia","State Government","Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.54,0,0,0,0,0,0,0
"51191","2","92214","77","0","2013","1","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","92214","77","0","2013","2","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","92214","77","0","2013","3","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","92214","77","0","2013","4","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"51191","2","922140","78","0","2013","1","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","922140","78","0","2013","2","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","922140","78","0","2013","3","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0
"51191","2","922140","78","0","2013","4","N","Washington County, Virginia","State Government","Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"51191","2","92215","77","0","2013","1","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","92215","77","0","2013","2","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","92215","77","0","2013","3","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","92215","77","0","2013","4","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.83,0,0,0,0,0,0,0
"51191","2","922150","78","0","2013","1","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","922150","78","0","2013","2","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","922150","78","0","2013","3","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0
"51191","2","922150","78","0","2013","4","N","Washington County, Virginia","State Government","Parole offices and probation offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.83,0,0,0,0,0,0,0
"51191","2","923","75","0","2013","1","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","923","75","0","2013","2","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,0
"51191","2","923","75","0","2013","3","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,0
"51191","2","923","75","0","2013","4","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0
"51191","2","9231","76","0","2013","1","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"51191","2","9231","76","0","2013","2","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,0
"51191","2","9231","76","0","2013","3","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,0
"51191","2","9231","76","0","2013","4","N","Washington County, Virginia","State Government","Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0
"51191","2","92312","77","0","2013","1","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0
"51191","2","92312","77","0","2013","2","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0
"51191","2","92312","77","0","2013","3","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0,0
"51191","2","92312","77","0","2013","4","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.88,0,0,0,0,0,0,0
"51191","2","923120","78","0","2013","1","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0
"51191","2","923120","78","0","2013","2","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0
"51191","2","923120","78","0","2013","3","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0,0
"51191","2","923120","78","0","2013","4","N","Washington County, Virginia","State Government","Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.88,0,0,0,0,0,0,0
"51191","2","92313","77","0","2013","1","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,0
"51191","2","92313","77","0","2013","2","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","92313","77","0","2013","3","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0
"51191","2","92313","77","0","2013","4","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","923130","78","0","2013","1","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,0
"51191","2","923130","78","0","2013","2","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","923130","78","0","2013","3","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0
"51191","2","923130","78","0","2013","4","N","Washington County, Virginia","State Government","Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0
"51191","2","924","75","0","2013","1","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,96,97,97,943445,0,0,751,"",3.50,4.92,4.95,4.88,5.12,0.00,0.00,1.04
"51191","2","924","75","0","2013","2","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,106,106,106,923567,0,0,670,"",3.50,5.19,4.92,4.70,4.59,0.00,0.00,0.93
"51191","2","924","75","0","2013","3","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,71,71,71,971221,0,0,1052,"",3.48,3.12,3.16,3.31,4.69,0.00,0.00,1.47
"51191","2","924","75","0","2013","4","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,93,94,94,979485,0,0,804,"",3.61,4.54,4.73,4.85,5.26,0.00,0.00,1.12
"51191","2","9241","76","0","2013","1","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,96,97,97,943445,0,0,751,"",3.50,4.92,4.95,4.88,5.12,0.00,0.00,1.04
"51191","2","9241","76","0","2013","2","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,106,106,106,923567,0,0,670,"",3.50,5.19,4.92,4.70,4.59,0.00,0.00,0.93
"51191","2","9241","76","0","2013","3","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,71,71,71,971221,0,0,1052,"",3.48,3.12,3.16,3.31,4.69,0.00,0.00,1.47
"51191","2","9241","76","0","2013","4","","Washington County, Virginia","State Government","Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,93,94,94,979485,0,0,804,"",3.61,4.54,4.73,4.85,5.26,0.00,0.00,1.12
"51191","2","92411","77","0","2013","1","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.81,0,0,0,0,0,0,0
"51191","2","92411","77","0","2013","2","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.81,0,0,0,0,0,0,0
"51191","2","92411","77","0","2013","3","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.82,0,0,0,0,0,0,0
"51191","2","92411","77","0","2013","4","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.91,0,0,0,0,0,0,0
"51191","2","924110","78","0","2013","1","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.81,0,0,0,0,0,0,0
"51191","2","924110","78","0","2013","2","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.81,0,0,0,0,0,0,0
"51191","2","924110","78","0","2013","3","N","Washington County, Virginia","State Government","Air, water, and waste program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.82,0,0,0,0,0,0,0
