	0	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	Homeowner_vacancy_rate_percent	Median_Age_Female	Median_Age_Male	Median_Age	Percent_65_years_and_over	Percent_American_Indian_and_Alaska_Native	Percent_Asian	Percent_Black_or_African_American	Percent_Family_households	Percent_Female	Percent_Male	Percent_Nonfamily_households	Percent_Occupied_housing_units	Percent_Some_Other_Race	Percent_White	Rental_vacancy_rate_percent
1067	0	600158	285797	396268588	4225359	153.0	1.631	3.6	33.9	33.5	33.7	10.4	1.4	3.4	10.2	47.5	50.0	50.0	52.5	92.1	11.9	68.9	7.2
1068	0	267587	120217	740672748	30797770	285.975	11.890999999999998	3.1	34.2	32.3	33.2	9.8	0.5	4.6	38.0	58.1	52.3	47.7	41.9	91.0	7.9	46.4	10.2
1069	0	160645	65968	1371267673	35658276	529.4490000000002	13.768	2.6	39.6	37.5	38.6	12.6	0.3	1.0	6.4	73.1	51.2	48.8	26.9	92.4	1.6	88.9	10.2
1070	0	658466	300552	2878192209	32474487	1111.276	12.538	3.4	38.6	35.3	37.1	13.1	0.3	1.4	42.0	64.6	52.6	47.4	35.4	87.7	2.2	53.0	13.3
1071	0	980263	440909	23794311939	5337525	9187.036	2.061	2.9	39.1	36.2	37.7	15.4	3.3	2.6	3.5	62.6	50.9	49.1	37.4	88.1	12.3	74.3	11.2
1072	0	782341	300960	2178761906	116235513	841.225	44.879	1.8	35.6	34.3	35.0	7.7	0.6	11.2	8.5	72.9	50.9	49.1	27.1	94.3	5.1	71.6	9.0
1073	0	782341	300960	2178761906	116235513	841.225	44.879	1.8	35.6	34.3	35.0	7.7	0.6	11.2	8.5	72.9	50.9	49.1	27.1	94.3	5.1	71.6	9.0
1074	0	658466	300552	2878192209	32474487	1111.276	12.538	3.4	38.6	35.3	37.1	13.1	0.3	1.4	42.0	64.6	52.6	47.4	35.4	87.7	2.2	53.0	13.3
1075	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1076	0	1202362	527255	2247237402	102643656	867.663	39.631	2.5	41.3	39.0	40.2	13.2	0.3	5.6	13.6	65.8	51.5	48.5	34.2	91.7	1.0	77.3	11.8
1077	0	670850	270359	1025908386	124944841	396.105	48.24100000000001	1.1	41.8	39.5	40.7	14.5	0.2	8.6	5.7	65.5	52.1	47.9	34.5	95.4	1.3	82.3	5.9
1078	0	600158	285797	396268588	4225359	153.0	1.631	3.6	33.9	33.5	33.7	10.4	1.4	3.4	10.2	47.5	50.0	50.0	52.5	92.1	11.9	68.9	7.2
1079	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1080	0	949113	370821	1114982482	179999078	430.497	69.498	1.7	41.5	38.3	40.0	14.7	0.4	5.4	14.6	68.1	51.9	48.1	31.9	93.6	8.3	68.1	5.5
1081	0	182265	104061	4117521611	1133190229	1589.784	437.527	5.0	42.2	40.1	41.1	16.8	0.7	0.7	9.4	69.9	51.1	48.9	30.1	70.3	2.0	85.7	27.8
1082	0	455746	177647	2698080682	91022528	1041.735	35.144	1.9	37.0	35.1	36.1	10.4	0.7	2.1	4.3	74.7	50.4	49.6	25.3	91.5	7.0	83.5	10.7
1083	0	177223	77313	9778246966	186530888	3775.402	72.02	2.2	43.4	40.2	41.8	16.9	2.8	2.5	0.9	66.8	50.8	49.2	33.2	91.0	2.5	86.7	6.7
1084	0	1585873	847090	59126033	27873331	22.829	10.762	4.4	36.8	36.0	36.4	13.5	0.5	11.3	15.6	40.4	53.1	46.9	59.6	90.2	11.1	57.4	5.0
1085	0	172780	71096	1294491529	8902814	499.806	3.437	3.1	29.5	26.3	27.7	9.5	0.3	6.2	4.0	56.5	49.0	51.0	43.5	92.2	3.3	84.0	8.1
1086	0	172780	71096	1294491529	8902814	499.806	3.437	3.1	29.5	26.3	27.7	9.5	0.3	6.2	4.0	56.5	49.0	51.0	43.5	92.2	3.3	84.0	8.1
1087	0	1280122	621763	1184118946	2041935958	457.191	788.3960000000002	2.8	41.7	38.4	40.2	15.5	0.2	2.6	29.7	58.7	52.6	47.4	41.3	87.7	1.8	63.6	13.2
1088	0	535153	254775	1195417263	7204078	461.55300000000005	2.782	2.9	40.7	37.5	39.2	15.1	0.2	1.7	20.9	61.6	52.0	48.0	38.4	87.9	0.8	73.9	12.9
1089	0	31227	15942	1680549138	22462605	648.864	8.673	2.0	43.9	40.4	42.1	15.3	0.4	0.8	0.5	64.9	50.3	49.7	35.1	78.7	0.3	96.5	9.2
1090	0	600158	285797	396268588	4225359	153.0	1.631	3.6	33.9	33.5	33.7	10.4	1.4	3.4	10.2	47.5	50.0	50.0	52.5	92.1	11.9	68.9	7.2
1091	0	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7
1092	0	688078	286490	879428364	12868473	339.5490000000001	4.9689999999999985	3.4	36.4	34.2	35.4	8.7	0.3	4.5	25.0	67.4	51.4	48.6	32.6	90.8	5.3	62.2	12.5
1093	0	252409	111214	1347585521	797420433	520.306	307.886	1.3	46.0	43.0	44.5	16.7	0.6	5.5	2.8	60.7	50.8	49.2	39.3	92.8	6.7	80.0	5.2
1094	0	544179	226571	1226034453	16890687	473.375	6.522	1.9	37.6	35.2	36.4	10.9	0.4	4.2	4.3	68.2	51.2	48.8	31.8	94.0	2.5	86.0	10.2
1095	0	2368139	943257	2256602704	96696353	871.279	37.335	2.3	33.4	31.6	32.5	8.8	0.7	5.0	22.3	65.4	50.6	49.4	34.6	90.7	15.5	53.5	11.9
1096	0	440171	187353	1179412087	38490958	455.374	14.861	1.7	34.3	30.9	32.6	10.9	0.2	2.8	45.3	62.3	52.0	48.0	37.7	91.8	1.4	48.8	9.3
1097	0	498365	211593	2583543968	30067177	997.512	11.609000000000002	2.2	35.1	33.4	34.2	11.4	1.2	4.1	9.3	65.6	50.6	49.4	34.4	91.5	5.1	76.3	10.6
1098	0	96656	41452	1187111257	47210580	458.346	18.228	1.8	40.3	37.3	38.8	14.6	0.1	0.7	4.8	66.5	51.5	48.5	33.5	93.2	1.3	91.2	7.2
1099	0	498365	211593	2583543968	30067177	997.512	11.609000000000002	2.2	35.1	33.4	34.2	11.4	1.2	4.1	9.3	65.6	50.6	49.4	34.4	91.5	5.1	76.3	10.6
1100	0	167134	62406	1159264845	13190001	447.595	5.093	1.3	42.1	40.2	41.1	13.0	0.2	1.4	3.2	75.5	50.6	49.4	24.5	95.8	0.7	92.9	5.6
1101	0	805029	335622	1549594703	216144619	598.302	83.454	1.8	40.6	37.3	39.1	14.6	0.3	5.0	26.1	64.8	52.7	47.3	35.2	94.4	1.6	64.6	7.1
1102	0	146318	78131	1407565382	542252066	543.464	209.365	3.6	51.3	48.0	49.7	27.3	0.6	1.1	5.4	62.8	50.5	49.5	37.2	81.8	4.1	87.3	13.5
1103	0	188923	69409	1521281478	41900334	587.37	16.178	4.0	32.3	30.9	31.6	10.8	1.1	0.8	0.6	74.7	50.5	49.5	25.3	91.6	11.4	83.0	8.9
1104	0	900993	371836	2163206258	57246693	835.2189999999998	22.103	2.5	35.3	33.4	34.4	8.5	0.5	5.4	20.7	65.7	51.3	48.7	34.3	93.0	4.5	66.3	8.4
1105	0	802374	377364	1051302780	17407186	405.91	6.721	3.0	38.8	35.3	37.1	13.3	0.2	2.0	25.7	59.2	52.0	48.0	40.8	88.5	1.1	68.8	12.9
1106	0	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8
1107	0	603403	268426	1476931275	43438532	570.246	16.772000000000002	2.4	36.5	33.8	35.2	12.1	6.0	2.3	10.7	63.7	51.2	48.8	36.3	90.1	5.8	69.2	11.0
1108	0	74934	32289	1207748039	10150274	466.314	3.919	2.4	32.2	30.4	31.3	11.6	0.2	0.7	36.1	62.1	52.2	47.8	37.9	89.0	1.8	59.7	11.1
1109	0	1202362	527255	2247237402	102643656	867.663	39.631	2.5	41.3	39.0	40.2	13.2	0.3	5.6	13.6	65.8	51.5	48.5	34.2	91.7	1.0	77.3	11.8
1110	0	294567	127071	1881080439	36469028	726.289	14.081	1.8	37.1	34.6	35.8	10.0	0.6	4.1	0.9	57.7	49.8	50.2	42.3	93.9	4.5	87.2	4.6
1111	0	55889	22646	85557538	1466175	33.034	0.5660000000000001	2.1	37.4	35.5	36.4	9.9	0.6	6.1	1.1	69.3	50.4	49.6	30.7	94.6	3.3	86.1	9.0
1112	0	916542	503634	709135878	865905939	273.79900000000004	334.3280000000001	3.6	47.6	44.8	46.3	21.2	0.3	3.0	10.3	56.3	52.0	48.0	43.7	82.6	2.0	82.1	13.2
1113	0	12332	5489	5176813	6	1.999	0.0	3.9	40.3	37.7	39.0	10.5	0.3	9.4	4.3	62.7	51.0	49.0	37.3	92.9	2.1	79.9	4.8
1114	0	22565	8680	16159465	95054	6.239	0.037000000000000005	1.3	40.7	37.2	39.1	13.7	0.5	15.2	4.7	66.4	50.7	49.3	33.6	96.2	5.9	69.6	4.5
1115	0	920581	437105	1363977166	19917366	526.635	7.69	5.2	35.0	33.3	34.2	9.1	0.2	5.6	44.1	55.6	51.3	48.7	44.4	86.1	3.4	44.5	13.7
1116	0	284307	122628	2092518606	29310216	807.926	11.317	2.9	39.1	36.9	38.0	13.4	0.3	2.0	20.6	69.0	51.5	48.5	31.0	89.1	3.1	72.3	12.6
1117	0	136606	62773	2046968639	20644016	790.3389999999998	7.971	1.6	45.2	41.9	43.6	18.0	0.1	0.3	4.6	66.2	50.9	49.1	33.8	89.2	0.3	93.3	8.1
1118	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1119	0	840978	356626	1241183094	237312769	479.223	91.627	2.2	41.1	38.6	39.9	14.3	0.3	3.0	8.6	67.0	51.4	48.6	33.0	93.0	0.6	85.4	10.2
1120	0	60218	28578	1512763725	47391559	584.081	18.298	2.2	31.1	27.6	29.1	11.6	0.4	3.2	14.3	49.4	49.1	50.9	50.6	89.4	1.6	77.8	11.0
1121	0	266931	114849	1185826798	9156284	457.85	3.535	2.8	37.5	34.9	36.2	13.3	0.4	1.9	12.7	64.4	51.5	48.5	35.6	89.7	3.4	78.7	11.9
1122	0	1809034	714803	2236735560	100223390	863.6080000000002	38.696	2.0	34.3	32.4	33.4	8.9	0.7	4.7	14.9	69.2	51.0	49.0	30.8	91.9	10.0	66.6	11.7
1123	0	32237	13378	1745805649	27272400	674.059	10.53	1.1	39.7	36.9	38.2	14.9	0.7	0.5	0.4	68.8	49.9	50.1	31.2	94.6	6.9	90.0	6.0
1124	0	138333	61419	1029450254	13089442	397.473	5.0539999999999985	2.8	41.8	39.1	40.5	16.2	0.3	0.6	8.8	66.8	51.6	48.4	33.2	89.9	1.4	86.3	10.6
1125	0	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7
1126	0	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8
1127	0	603403	268426	1476931275	43438532	570.246	16.772000000000002	2.4	36.5	33.8	35.2	12.1	6.0	2.3	10.7	63.7	51.2	48.8	36.3	90.1	5.8	69.2	11.0
1128	0	109233	43921	1284805506	37578770	496.066	14.509	2.9	30.8	29.1	29.9	9.8	0.4	1.5	35.8	65.9	51.2	48.8	34.1	90.5	2.0	58.1	9.3
1129	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1130	0	1781642	631920	3341343470	36174996	1290.1	13.967	1.4	37.1	35.3	36.2	11.1	0.7	32.0	2.6	70.6	49.8	50.2	29.4	95.6	12.4	47.0	4.3
1131	0	406220	141924	2307478146	998531503	890.922	385.535	1.8	32.3	28.7	30.6	11.1	0.4	0.7	0.5	80.7	51.9	48.1	19.3	84.3	9.8	87.0	10.3
1132	0	15464	6093	1888031360	12289863	728.9730000000002	4.745	2.7	35.8	33.3	34.3	15.1	0.8	0.5	0.2	71.0	48.3	51.7	29.0	90.8	15.3	80.7	8.2
1133	0	154358	67886	1032683744	38057078	398.721	14.694	2.6	40.6	38.5	39.6	14.1	0.3	3.5	8.4	68.7	51.0	49.0	31.3	89.7	4.1	81.7	11.2
1134	0	351715	156112	11792524334	437051225	4553.1190000000015	168.74599999999995	2.0	40.5	37.4	39.0	15.0	1.2	2.4	1.0	59.6	50.8	49.2	40.4	93.5	2.8	88.3	4.9
1135	0	625249	245956	1565148677	45497815	604.307	17.567	1.1	43.1	40.8	42.0	14.6	0.2	3.8	3.6	71.8	51.0	49.0	28.2	95.5	1.5	89.2	7.4
1136	0	430640	182262	1486121332	45945876	573.795	17.74	2.4	35.6	33.7	34.7	10.8	0.3	3.5	6.0	63.6	51.0	49.0	36.4	93.4	2.9	84.7	8.2
1137	0	269291	185992	2936777435	313664031	1133.896	121.106	4.9	42.7	39.7	41.1	17.1	0.5	1.0	13.4	64.4	51.1	48.9	35.6	60.3	3.1	79.9	29.2
1138	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1139	0	47735	20234	2614922711	197639165	1009.627	76.309	2.2	38.5	35.5	37.1	14.4	0.6	0.5	13.8	72.0	50.4	49.6	28.0	85.9	12.5	69.4	9.1
1140	0	214437	96832	1189006298	15105278	459.078	5.832000000000002	1.9	43.5	40.2	41.8	17.7	0.2	1.7	2.5	62.7	51.9	48.1	37.3	90.1	2.0	92.0	7.5
1141	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1142	0	384504	161725	1960797690	37925712	757.068	14.643	3.1	34.4	30.9	32.6	9.8	0.3	2.2	45.9	61.5	51.3	48.7	38.5	89.8	1.9	47.3	12.2
1143	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
1144	0	140247	62391	1573510728	21530362	607.536	8.312999999999999	3.8	30.7	28.3	29.5	9.1	0.3	2.6	22.7	60.5	50.7	49.3	39.5	89.2	1.3	71.3	10.9
1145	0	2496435	989435	4915061046	1381673402	1897.716	533.467	3.2	39.4	36.9	38.2	14.1	0.2	1.5	18.9	69.5	51.6	48.4	30.5	87.7	3.2	73.8	8.9
1146	0	16750	6875	1479990428	11547843	571.428	4.459	2.0	40.1	35.7	38.0	15.2	0.3	0.4	0.4	69.7	49.1	50.9	30.3	91.1	0.4	97.4	13.2
1147	0	514453	179503	3871582888	51437339	1494.8270000000002	19.86	2.7	34.1	31.7	32.9	10.7	1.1	5.1	2.9	75.1	50.5	49.5	24.9	92.0	19.3	65.6	8.4
1148	0	252409	111214	1347585521	797420433	520.306	307.886	1.3	46.0	43.0	44.5	16.7	0.6	5.5	2.8	60.7	50.8	49.2	39.3	92.8	6.7	80.0	5.2
1149	0	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7
1150	0	99863	38360	1213502928	13648770	468.536	5.27	1.7	42.2	39.8	41.0	13.1	0.4	1.4	9.3	76.6	50.9	49.1	23.4	95.4	0.8	86.7	5.5
1151	0	442179	141696	12494658169	37391616	4824.215	14.437	2.4	30.5	28.8	29.6	9.4	1.6	3.4	1.6	78.9	49.9	50.1	21.1	92.0	29.0	60.1	5.8
1152	0	2368139	943257	2256602704	96696353	871.279	37.335	2.3	33.4	31.6	32.5	8.8	0.7	5.0	22.3	65.4	50.6	49.4	34.6	90.7	15.5	53.5	11.9
1153	0	494593	254226	2851658690	858331481	1101.032	331.404	4.0	46.8	43.5	45.3	21.1	0.4	1.5	10.5	62.6	51.1	48.9	37.4	81.9	2.9	82.5	14.3
1154	0	513657	204943	573067842	15616906	221.263	6.03	1.7	39.4	36.1	37.9	12.8	0.3	5.1	19.6	68.0	51.8	48.2	32.0	93.2	7.1	65.3	9.0
1155	0	919040	419974	2700563452	476973805	1042.693	184.161	1.2	42.1	38.5	40.4	15.7	0.6	2.6	13.5	60.0	51.8	48.2	40.0	91.2	1.5	80.0	8.5
1156	0	102599	39899	752297142	1530155	290.464	0.591	3.1	35.3	32.8	34.0	11.2	0.6	1.3	3.7	74.2	50.2	49.8	25.8	88.2	15.0	76.6	15.6
1157	0	1339532	468346	737411094	436460605	284.716	168.518	1.2	42.7	39.5	41.1	15.3	0.2	7.6	11.1	75.9	51.6	48.4	24.1	95.8	5.6	73.0	4.8
1158	0	544179	226571	1226034453	16890687	473.375	6.522	1.9	37.6	35.2	36.4	10.9	0.4	4.2	4.3	68.2	51.2	48.8	31.8	94.0	2.5	86.0	10.2
1159	0	494919	200161	1706996627	1124514393	659.075	434.177	1.5	42.2	39.8	41.1	13.9	0.2	1.2	7.2	70.6	51.4	48.6	29.4	90.5	3.2	85.5	6.7
1160	0	166158	73701	436484769	50750734	168.528	19.595	1.6	44.3	40.9	42.7	15.7	0.3	2.0	1.4	63.7	51.9	48.1	36.3	93.1	1.0	93.4	8.5
1161	0	207820	92977	2219591093	10146905	856.9889999999998	3.918	1.7	45.0	42.0	43.6	17.5	0.1	0.6	3.3	66.3	51.4	48.6	33.7	91.5	0.3	94.1	8.8
1162	0	50976	23451	1076020808	22829387	415.454	8.814	2.2	43.2	39.0	41.1	17.8	10.3	1.1	2.4	67.1	51.6	48.4	32.9	89.7	1.7	78.3	9.3
1163	0	971777	375905	1272343169	40645480	491.254	15.693	1.5	39.9	37.0	38.5	12.3	0.4	13.9	17.2	68.6	52.0	48.0	31.4	95.0	7.0	57.5	5.4
1164	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
1165	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
1166	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
1167	0	25276	11054	1074793690	8338031	414.98	3.219	1.1	40.6	36.2	38.5	15.7	0.2	0.1	13.8	70.5	51.1	48.9	29.5	88.8	0.5	84.3	9.5
1168	0	134063	57734	4001488029	81139058	1544.983	31.328000000000007	2.2	40.4	38.4	39.4	14.2	0.5	5.3	0.6	68.3	49.8	50.2	31.7	92.1	0.9	91.3	11.1
1169	0	685306	233755	3603505998	91108644	1391.322	35.177	2.8	34.0	31.5	32.7	10.4	1.1	14.4	7.6	74.9	50.2	49.8	25.1	92.0	19.1	51.0	8.1
1170	0	40915	21900	5949903934	92370342	2297.271	35.664	3.2	33.2	30.5	31.9	12.7	1.0	2.0	0.9	55.6	49.2	50.8	44.4	75.8	3.7	89.3	6.4
1171	0	58999	23959	2707485607	18860171	1045.366	7.282	2.0	32.3	30.9	31.6	12.0	1.4	1.4	1.4	63.7	50.6	49.4	36.3	93.0	0.9	92.7	8.7
1172	0	319294	176002	160343174	10683076	61.909	4.125	4.7	34.7	33.1	33.9	11.0	0.3	2.9	49.2	47.5	51.7	48.3	52.5	80.7	1.3	43.9	15.1
1173	0	80406	37054	1903228333	52266921	734.841	20.18	2.6	41.4	38.5	39.9	15.9	0.5	0.4	1.1	70.6	50.6	49.4	29.4	86.0	2.2	94.7	11.0
1174	0	1145956	487839	2339870128	258560561	903.429	99.831	4.2	34.7	32.7	33.7	9.7	0.4	4.9	20.8	64.8	50.8	49.2	35.2	86.5	6.7	63.6	13.0
1175	0	585375	197030	2231225129	61796736	861.4810000000001	23.86	1.8	35.8	33.9	35.0	7.3	0.4	17.0	21.5	82.1	50.9	49.1	17.9	95.1	7.6	50.6	7.1
1176	0	75674	32616	1498398199	20174852	578.535	7.79	2.3	37.7	35.1	36.4	14.3	0.2	1.2	7.0	64.9	51.6	48.4	35.1	91.5	0.9	88.7	8.6
1177	0	177934	79140	1408995941	30330019	544.016	11.71	1.9	39.5	36.6	38.1	14.4	1.2	1.2	8.6	62.9	51.7	48.3	37.1	91.7	3.6	81.2	10.9
1178	0	432226	194949	1316271254	45715161	508.215	17.651	3.1	38.5	35.7	37.2	13.1	0.3	1.9	8.8	62.5	51.4	48.6	37.5	90.9	1.5	85.6	10.1
1179	0	488073	216022	3100835926	106205344	1197.239	41.006	2.0	35.5	33.4	34.4	10.3	0.4	4.7	5.2	57.3	50.5	49.5	42.7	94.3	2.5	84.7	6.5
1180	0	685306	233755	3603505998	91108644	1391.322	35.177	2.8	34.0	31.5	32.7	10.4	1.1	14.4	7.6	74.9	50.2	49.8	25.1	92.0	19.1	51.0	8.1
1181	0	211226	92251	1856710588	19748575	716.88	7.625	1.9	37.7	35.4	36.5	13.0	0.3	1.8	4.0	62.9	50.8	49.2	37.1	93.4	0.7	90.8	8.8
1182	0	894014	374249	1903891914	40213499	735.097	15.527	1.4	41.4	38.2	39.9	14.6	0.3	4.2	13.3	64.9	51.7	48.3	35.1	93.7	7.1	72.4	8.0
1183	0	677560	237501	2167580722	31904495	836.908	12.318	1.9	36.3	34.5	35.4	9.3	0.3	4.6	11.2	77.3	50.3	49.7	22.7	94.8	5.8	76.0	7.4
1184	0	413344	152698	2128361199	218665937	821.765	84.427	2.5	38.2	35.6	36.9	11.3	0.8	14.6	14.7	71.9	50.1	49.9	28.1	92.8	10.5	51.0	7.7
1185	0	537656	212562	1074590684	447805092	414.902	172.899	1.8	39.7	36.9	38.4	11.8	0.3	3.4	15.5	69.8	50.6	49.4	30.2	93.8	2.4	75.4	6.5
1186	0	375586	165215	1489943930	13628090	575.271	5.2620000000000005	2.2	42.7	39.7	41.1	16.2	0.3	0.7	7.6	66.5	51.6	48.4	33.5	91.4	0.5	88.7	10.0
1187	0	1229226	536092	2642341101	635973296	1020.214	245.551	3.2	37.1	35.1	36.1	11.8	0.4	3.4	16.7	64.3	51.3	48.7	35.7	88.4	5.0	71.3	12.5
1188	0	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7
1189	0	252264	108182	1869871525	133491584	721.961	51.541	2.4	39.8	37.1	38.5	13.0	1.4	5.2	2.7	65.7	51.3	48.7	34.3	93.0	2.2	82.4	7.0
1190	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1191	0	916542	503634	709135878	865905939	273.79900000000004	334.3280000000001	3.6	47.6	44.8	46.3	21.2	0.3	3.0	10.3	56.3	52.0	48.0	43.7	82.6	2.0	82.1	13.2
1192	0	862477	362004	1565663096	667053119	604.506	257.551	1.8	40.6	37.8	39.3	14.4	0.3	3.5	12.7	64.5	51.9	48.1	35.5	92.4	6.0	74.8	8.3
1193	0	916542	503634	709135878	865905939	273.79900000000004	334.3280000000001	3.6	47.6	44.8	46.3	21.2	0.3	3.0	10.3	56.3	52.0	48.0	43.7	82.6	2.0	82.1	13.2
1194	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1195	0	1418788	555932	2498415670	76077248	964.644	29.374	2.5	36.1	33.5	34.8	11.2	1.0	14.3	10.4	66.0	51.0	49.0	34.0	92.4	9.3	57.5	8.3
1196	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1197	0	206086	88686	922106205	20913349	356.027	8.075	2.8	39.9	37.8	38.9	13.2	0.4	1.2	15.3	70.1	51.6	48.4	29.9	90.1	3.1	78.2	11.7
1198	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
1199	0	916924	356179	848218379	23083362	327.499	8.913	2.0	39.5	36.6	38.2	11.6	0.3	10.1	4.6	70.6	51.0	49.0	29.4	94.7	4.9	77.9	7.9
1200	0	441815	202630	882810658	660502949	340.855	255.022	2.7	38.4	35.4	37.0	13.1	0.3	1.5	19.0	61.6	51.6	48.4	38.4	89.0	2.0	74.0	11.3
1201	0	1418788	555932	2498415670	76077248	964.644	29.374	2.5	36.1	33.5	34.8	11.2	1.0	14.3	10.4	66.0	51.0	49.0	34.0	92.4	9.3	57.5	8.3
1202	0	905116	352388	603490137	35385294	233.009	13.662	1.2	42.5	39.7	41.1	15.1	0.2	14.5	5.8	71.1	51.8	48.2	28.9	95.3	5.0	71.9	5.6
1203	0	285407	120875	2169240553	22876822	837.548	8.833	1.8	33.6	31.7	32.6	10.9	0.7	3.5	3.5	60.2	49.9	50.1	39.8	93.8	2.4	87.1	7.5
1204	0	301356	127036	1271946706	1119471339	491.101	432.23	2.4	41.3	38.8	40.0	14.3	0.3	0.9	8.6	68.9	50.8	49.2	31.1	91.5	2.5	84.8	11.6
1205	0	308760	116040	1562206475	19791771	603.1709999999998	7.642	2.0	38.8	37.0	38.0	10.1	0.3	2.5	1.1	75.4	50.1	49.9	24.6	94.1	4.3	90.1	8.6
1206	0	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5
1207	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
1208	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
1209	0	862477	362004	1565663096	667053119	604.506	257.551	1.8	40.6	37.8	39.3	14.4	0.3	3.5	12.7	64.5	51.9	48.1	35.5	92.4	6.0	74.8	8.3
1210	0	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5
1211	0	971777	375905	1272343169	40645480	491.254	15.693	1.5	39.9	37.0	38.5	12.3	0.4	13.9	17.2	68.6	52.0	48.0	31.4	95.0	7.0	57.5	5.4
1212	0	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5
1213	0	1781642	631920	3341343470	36174996	1290.1	13.967	1.4	37.1	35.3	36.2	11.1	0.7	32.0	2.6	70.6	49.8	50.2	29.4	95.6	12.4	47.0	4.3
