category,rate,name,address,url,price_range
Taxis,3.0 star rating,sidecca,,,
"Jewelry,Watches",5.0 star rating,timepiece network,,,$$$
Comic Books,4.5 star rating,stein optical,,,$$
Shoe Stores,4.5 star rating,the shoe tree,,,$$$
Shoe Stores,4.5 star rating,wild pair,,,$$$
Sushi Bars,,zono sushi,,,
Specialty Schools,5.0 star rating,zota,,,
Cosmetics & Beauty Supply,4.5 star rating,ace beauty supply,,,$$
Pizza,2.5 star rating,brooklyn pizza,,,$
"Nail Salons,Hair Removal",5.0 star rating,bee nailsspa,,,$$
Comic Books,4.5 star rating,collectors corner,,,$$
"Optometrists,Ophthalmologists,Laser Eye Surgery/Lasik",4.0 star rating,eye deals,,,
"Videographers,Video/Film Production",5.0 star rating,creative watch,,,
"Bridal,Sewing & Alterations",4.5 star rating,fashion tailor,,,$$
Festivals,4.5 star rating,fraternal regalia,,,
"Irish,Irish Pub",4.5 star rating,farringtons music center,,,$
"Sporting Goods,Gift Shops,Trophy Shops",5.0 star rating,five star engraving,,,$$
"Southern,Soul Food,Breakfast & Brunch",3.5 star rating,georgia fried chicken,,,$$
Hair Salons,5.0 star rating,hush salon spa,,,$$
"Hair Salons,Hair Removal,Eyelash Service",4.5 star rating,just thread,,,$
"French,Mediterranean",4.0 star rating,merit training inst,,,$$$
"Mediterranean,Pizza",3.0 star rating,le petit,,,$
"Gyms,Sports Clubs",4.0 star rating,optimal sport health club,,,
Caterers,4.5 star rating,pelle,,,
"American (Traditional),Dive Bars",4.0 star rating,recess arcade,,,$
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,s and n company,,,$$$
Sandwiches,4.5 star rating,salad n chicken express,,,$$
"Shopping Centers,Specialty Food",4.5 star rating,u s a blues,,,$$
"Gyms,Trainers",5.0 star rating,sport center,,,
Discount Store,4.0 star rating,super dollar,,,
Barbers,5.0 star rating,the nailery,,,$
"Cards & Stationery,Art Supplies",4.5 star rating,scrap that 2,,,$$
"Art Schools,Art Galleries",4.5 star rating,brows design center,,,$$
"Optometrists,Ophthalmologists,Laser Eye Surgery/Lasik",4.0 star rating,vutt sunglasses,,,
Chinese,4.0 star rating,empire express,,,$
Shades & Blinds,4.5 star rating,cellular exclusives,,,
"Hair Removal,Massage,Nail Salons",4.5 star rating,jenni nail and spa,,,$$
"Men's Clothing,Skate Shops",4.5 star rating,jims sports collectibles,,,$$
Hair Salons,5.0 star rating,joli hair studio,,,$$
Delis,3.5 star rating,saraz,,,$
"Men's Clothing,Women's Clothing,Art Galleries",5.0 star rating,international gift gallery,,,$$
Coffee & Tea,4.0 star rating,my h2o,,,$
"Men's Clothing,Women's Clothing,Accessories",3.0 star rating,vermont clothing,,,$$$
"Auto Repair,Body Shops,Auto Detailing",5.0 star rating,agan traders,,,
"Shades & Blinds,Interior Design,Home Decor",4.0 star rating,shades for days,,,$$
Asian Fusion,4.5 star rating,asian too,,,$$$
,,carlson wagonlit travel,,,
"Photography Stores & Services,Video/Film Production",5.0 star rating,digital media plus,,,$$
"Art Galleries,Venues & Event Spaces",4.5 star rating,all my walls,,,$$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,dollar up,,,$
"Pubs,Sports Bars,American (Traditional)",4.0 star rating,franchise sports,,,$$
"Electronics,Mobile Phones,Hobby Shops",4.0 star rating,game central,,,$$
Event Photography,5.0 star rating,flash personal digital portraits,,,
Internet Service Providers,1.0 star rating,frontier communications,,,
Hobby Shops,4.5 star rating,games by james,,,$$
"Greek,Mediterranean",4.5 star rating,greek grill,,,$$$
"Home Decor,Furniture Stores",4.0 star rating,chikwich,,,$$$
"Art Galleries,Arts & Crafts,Home Decor",4.0 star rating,deck the walls,,,$$
"Massage Therapy,Massage Schools",5.0 star rating,chinese pressure massage,,,
Jewelry,4.5 star rating,intrigue jewelrys,,,$$
"Breakfast & Brunch,American (New)",4.0 star rating,kemps ice cream cafe,,,$$
Jewelry,,la femme,,,
"Japanese,Steakhouses,Sushi Bars",4.0 star rating,kobe japan,,,$$
Sewing & Alterations,,master tailor,,,
Skin Care,5.0 star rating,lifestyle,,,$$
"Jewelry,Gold Buyers",4.5 star rating,maya jewelrys,,,$$
Departments of Motor Vehicles,3.0 star rating,minnesota state lottery,,,
"Parks,Hiking",4.5 star rating,mn wild hockey lodge,,,
Flowers & Gifts,,my pillow,,,
"Optometrists,Eyewear & Opticians",4.0 star rating,pearle vision express,,,$$
Cinema,4.5 star rating,odyssey 15,,,
"Pet Stores,Wholesale Stores,Pet Services",4.0 star rating,pet ranch,,,$$
Party & Event Planning,5.0 star rating,presents,,,
General Dentistry,4.5 star rating,perfect smile,,,
"Sandwiches,Cheesesteaks",4.0 star rating,philly steak grill,,,$
"Gluten-Free,Fast Food",4.5 star rating,one potato two,,,$
Hardware Stores,2.5 star rating,schuler shoes,,,$$
Sewing & Alterations,4.5 star rating,professional tailor,,,
Hair Salons,5.0 star rating,shear innovations,,,$$
Accessories,4.5 star rating,purse party,,,$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,shock city cellular,,,$$
Solar Installation,,solarex,,,
"Beer, Wine & Spirits",4.5 star rating,smokeless smoking,,,$$
Grocery,4.5 star rating,snacks and more,,,$
"Department Stores,Men's Clothing,Women's Clothing",3.5 star rating,tina sabrina,,,$$$
Eyewear & Opticians,4.5 star rating,spectacle shoppe,,,$$$
"Chicken Wings,Korean",3.5 star rating,vons,,,$$
Insurance,3.5 star rating,acceptance insurance,,,
"Pubs,American (Traditional)",4.0 star rating,ale house,,,$$
Veterinarians,4.0 star rating,butler plaza animal hospital,,,
Eyewear & Opticians,5.0 star rating,eye glass express,,,$$
Gas & Service Stations,,exxon,,,
"Museums,Aquariums",4.0 star rating,gator mania,,,
American (New),4.5 star rating,florida lottery,,,$$$$
Banks & Credit Unions,3.5 star rating,florida citizens bank,,,
Pizza,3.5 star rating,hungry howies,,,$
Mexican,4.0 star rating,chuys tex mex restaurant,,,$
"Specialty Food,Caterers,Grocery",4.5 star rating,publix,,,$$$
Cinema,4.5 star rating,regal cinemas 14,,,
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,re tech smartphone centers,,,$$
"Sushi Bars,Japanese",4.0 star rating,sushi matsuri,,,$$
"Comedy Clubs,Performing Arts,Magicians",5.0 star rating,simply unforgettable party shop,,,$$
Spray Tanning,4.5 star rating,tan usa,,,$$
,,picture this,,,
Printing Services,5.0 star rating,target copy,,,
"Southern,Soul Food",4.0 star rating,zaxbys,,,$$
Mexican,4.0 star rating,tijuana flats burrito,,,$
"Women's Clothing,Men's Clothing,Accessories",4.5 star rating,all about socks,,,$$
"Home Decor,Furniture Stores",5.0 star rating,asian gift,,,$$
"Body Shops,Auto Repair,Auto Customization",4.5 star rating,body image,,,
"Trainers,Gyms,Specialty Schools",4.0 star rating,head over heels,,,
Oil Change Stations,3.5 star rating,jiffy lube,,,
"IT Services & Computer Repair,Web Design",4.5 star rating,ink solutions,,,
"Women's Clothing,Jewelry",4.0 star rating,head over heels formals,,,$$
"Fruits & Veggies,Seafood Markets",,cal ranch,,,
"Naturopathic/Holistic,Fertility,Family Practice",5.0 star rating,jolene,,,
Auto Repair,4.5 star rating,midas muffler,,,
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,logan computers,,,$$$
Chinese,3.0 star rating,rice village,,,$
DJs,,mobile source,,,
,2.0 star rating,tricked-out,,,
"Photographers,Videographers",5.0 star rating,smiles portraits,,,
Stadiums & Arenas,4.5 star rating,university stadium 6,,,
Sandwiches,4.5 star rating,sunstop,,,$
Nail Salons,2.5 star rating,coco nailspa,,,$
"Local Flavor,Mass Media",2.5 star rating,cambridge design,,,
"Newspapers & Magazines,Cards & Stationery",4.5 star rating,express newstand,,,$$
"American (Traditional),Cheesesteaks",4.0 star rating,dangelo sandwich shops,,,$
"Mortgage Brokers,Real Estate Services,Tax Services",,casablanca,,,
"Auto Detailing,Car Wash",5.0 star rating,dr detail,,,
Eyewear & Opticians,5.0 star rating,fashion sunglasses,,,$$
"Women's Clothing,Accessories,Cosmetics & Beauty Supply",4.0 star rating,fashion zone,,,$$$$
"Southern,Cajun/Creole",4.0 star rating,odessa shoe repair,,,$$
Juice Bars & Smoothies,1.5 star rating,freshens,,,$
"Jewelry,Accessories",5.0 star rating,le parfum,,,$$$$
Professional Services,,limelight,,,
Skin Care,1.5 star rating,premier skin care,,,$$$$
Physical Therapy,4.0 star rating,pro-activee solution,,,
Himalayan/Nepalese,4.0 star rating,sepal,,,$$
"Libraries,Tutoring Centers,Adult Education",4.0 star rating,public safety center,,,
Shopping,5.0 star rating,sports collection,,,$
"Antiques,Jewelry,Home Decor",4.5 star rating,silver paradise,,,$$$
,,spring,,,
"Vegan,Thai,Vegetarian",4.5 star rating,thai accent,,,$$
"Used, Vintage & Consignment",4.0 star rating,time zone,,,$$
,4.5 star rating,style your hair,,,
Fashion,5.0 star rating,unique accessories,,,$$$
"Car Rental,Car Share Services",3.0 star rating,zipcar,,,
Mortgage Brokers,5.0 star rating,anahis,,,
Banks & Credit Unions,3.5 star rating,comercia bank,,,
"Hair Removal,Massage,Nail Salons",4.5 star rating,dv nails,,,$$
Coffee & Tea,4.5 star rating,coffee connoisseur,,,$$
Women's Clothing,,beauty express,,,
Parking,3.5 star rating,dannys carousel car wash,,,
"Bars,Arcades",4.0 star rating,frys fooddrug stores,,,$
Sandwiches,4.5 star rating,sub factory,,,$$
"Hot Dogs,Pizza,American (New)",2.5 star rating,nypd pizza,,,$
Steakhouses,4.0 star rating,lone star steakhouse,,,$$$$
"Cards & Stationery,Home Decor,Gift Shops",4.5 star rating,silver source,,,$$$
"Motorcycle Dealers,Motorcycle Repair",5.0 star rating,sport time,,,
Bars,4.5 star rating,last chance,,,$
Shoe Stores,3.5 star rating,the shoe shop,,,$$
"Massage,Day Spas,Skin Care",5.0 star rating,jen ami spa,,,$$$
"Barbers,Men's Hair Salons",4.5 star rating,barber shop,,,$$
"Carpeting,Home Cleaning",5.0 star rating,world of rugs,,,
Insurance,4.5 star rating,american family insurance,,,
"Community Service/Non-Profit,CPR Classes",4.5 star rating,american red cross,,,
Mortgage Brokers,,american general finance,,,
"Musicians,DJs,Party & Event Planning",5.0 star rating,trio wireless,,,
"Nail Salons,Day Spas",4.0 star rating,cleopatra nails,,,$$
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,beauty master,,,$$
"Japanese,Sushi Bars",4.0 star rating,kiku restaurant,,,$$
Italian,2.5 star rating,johnny carinos,,,$$
"Yoga,Pilates,Cycling Classes",4.5 star rating,downtown locker room,,,
"General Dentistry,Cosmetic Dentists,Orthodontists",4.5 star rating,national orthodontics,,,
Gift Shops,4.0 star rating,a touch of ireland,,,$$
American (New),4.5 star rating,supreme fish delight,,,$$$$
"Nutritionists,Weight Loss Centers",4.5 star rating,medical weight loss,,,
"Desserts,Wine Bars",4.0 star rating,ali kat originals,,,$$
"Laotian,Thai",4.5 star rating,bangkok fried rice,,,$$
"Shopping Centers,Toy Stores",3.0 star rating,cannon village,,,$$
Home Decor,5.0 star rating,brass exchange,,,$$
"Antiques,Furniture Stores",3.0 star rating,antique mall,,,$$
"Bridal,Accessories",4.0 star rating,carolina interiors,,,$$$$
Performing Arts,4.5 star rating,gem theater,,,
Bridal,4.5 star rating,falls custom design,,,$$$
Jewelry,5.0 star rating,jewel shop,,,$$
Thrift Stores,4.0 star rating,k town furniture,,,$
Bookstores,5.0 star rating,maitland smith,,,$
"Museums,Aquariums",4.0 star rating,kirk argo pottery,,,
"Used, Vintage & Consignment,Thrift Stores",4.0 star rating,lee clothing warehouse,,,$
"Nail Salons,Hair Removal",4.5 star rating,netas,,,$$
"Carpeting,Kitchen & Bath,Flooring",3.0 star rating,pecan hill antiques,,,$$
Hotels,4.0 star rating,paper factory,,,$$$
"Southern,American (New)",4.0 star rating,southern charm,,,$$
University Housing,4.0 star rating,regents corner,,,
"Colleges & Universities,Landmarks & Historical Buildings",4.0 star rating,omega graphics,,,
Bikes,4.5 star rating,transit damaged freight,,,$$
"Home Decor,Furniture Stores,Beer, Wine & Spirits",4.5 star rating,village furniture,,,$$
Personal Shopping,5.0 star rating,village boutique,,,$$
Pet Groomers,5.0 star rating,virginias,,,
Pizza,4.0 star rating,brooklyn joes,,,$
Gyms,5.0 star rating,american body works,,,
"Home Decor,Furniture Stores,Antiques",4.0 star rating,canton jewelry,,,$$
"Bookstores,Cards & Stationery,Music & DVDs",4.0 star rating,family christian books,,,$$
Mexican,3.0 star rating,la parrilla,,,$
Nail Salons,3.5 star rating,serenity nail,,,$$
Burgers,4.0 star rating,cheeseburger bobbys,,,$$
"Jewelry,Antiques",4.5 star rating,2nd chance antique,,,$$$
Auto Parts & Supplies,4.0 star rating,autozone,,,
Barbers,4.0 star rating,barbershop,,,$$
Nail Salons,3.0 star rating,angels nail salon,,,$
Check Cashing/Pay-day Loans,3.5 star rating,advance america,,,
Grocery,4.0 star rating,canyon rg,,,$$
"Auto Repair,Car Dealers",4.0 star rating,canyon radiator,,,
"Carpeting,Kitchen & Bath,Flooring",3.0 star rating,discount carpet,,,$$
American (New),4.0 star rating,eugenias design bridal,,,$$
Car Rental,4.5 star rating,enterprise rent a car,,,
"Accessories,Hats",4.5 star rating,fashion concept,,,$$
Auto Repair,5.0 star rating,euro tech auto repair,,,
Florists,4.5 star rating,family florist,,,$$
Steakhouses,4.0 star rating,cowboy cantina steakhouse,,,$$$
"Barbeque,Asian Fusion,Mexican",2.0 star rating,flaming grill,,,$
,,mario the mechanic,,,
"Chinese,Seafood",3.5 star rating,chriss k 9 clippery,,,$$
Jewelry,5.0 star rating,mikes jewelry,,,$$
"Body Shops,Auto Parts & Supplies,Auto Repair",5.0 star rating,gm auto repair,,,
"Auto Repair,Body Shops",4.5 star rating,hp transmission,,,
Smog Check Stations,5.0 star rating,pacific smog,,,
Smog Check Stations,4.5 star rating,quick smog,,,
"Animal Shelters,Pet Services",4.0 star rating,prof weight control ctr,,,
"Auto Repair,Body Shops",4.5 star rating,s c house of bmrs,,,
"Bakeries,Desserts",4.5 star rating,ss bakeshop,,,$$
Mexican,4.0 star rating,rosarito grill,,,$
Dry Cleaning & Laundry,4.0 star rating,santa fe laundry,,,$$
Furniture Stores,,fashion furniture,,,
"Cosmetics & Beauty Supply,Makeup Artists,Hair Removal",4.5 star rating,temptation beauty,,,$$$
"Performing Arts,Dance Schools,Local Flavor",4.5 star rating,video depot,,,
Oral Surgeons,4.5 star rating,angies world,,,
"Grocery,Health Markets",3.5 star rating,canyon crest cleaners,,,$$$
"Grocery,Health Markets",3.5 star rating,canyon crest ice cream,,,$$$
Mobile Phones,4.0 star rating,canyon crest jewelrys,,,$$
"Local Flavor,Mass Media",2.5 star rating,canyon crest shoe repair,,,
"Flowers & Gifts,Arts & Crafts,Party Supplies",4.5 star rating,allies hallmark,,,$$
"Local Flavor,Mass Media",2.5 star rating,canyon crest tailoring,,,
Tours,5.0 star rating,canyon crest travel,,,
"Veterinarians,Pet Groomers",3.5 star rating,canyon crest veterinary,,,
Coffee & Tea,4.0 star rating,coffee roasters i,,,$$
"Pediatric Dentists,Orthodontists",4.0 star rating,cottage kids,,,
Diners,3.5 star rating,crest cafe,,,$$
Burgers,4.0 star rating,de maximis inc,,,$$
IT Services & Computer Repair,,data genix,,,
"Ice Cream & Frozen Yogurt,Diners,Breakfast & Brunch",4.0 star rating,donut tyme,,,$$
"Bakeries,Bagels,Delis",3.5 star rating,east coast bagel,,,$
"Home Cleaning,Office Cleaning",4.5 star rating,enviro recycling tech,,,
Skin Care,4.5 star rating,european skin care,,,$$
Sandwiches,3.5 star rating,extreme pita,,,$
Bed & Breakfast,4.5 star rating,gardener cottage,,,
Radio Stations,1.5 star rating,inland empire news radio,,,
Contractors,5.0 star rating,garcia design associates,,,
"Barbeque,Steakhouses",3.5 star rating,kwh pipe ltd,,,$$
Bakeries,4.0 star rating,jammin bread bakery,,,$$
,,kaiser foundation,,,
"Sushi Bars,Japanese",4.0 star rating,miyako japanese,,,$$$
Internet Service Providers,4.5 star rating,on target promo products,,,
"Colleges & Universities,Landmarks & Historical Buildings",4.0 star rating,oxford tutoring center,,,
"Local Flavor,Mass Media",2.5 star rating,pacific retail partners,,,
"Pet Stores,Pet Groomers",3.5 star rating,pawlished paws,,,
Steakhouses,,pick up stix,,,
Hair Stylists,5.0 star rating,pigtails,,,$$
"Career Counseling,Employment Agencies",4.5 star rating,preferred personnel,,,
Mortgage Brokers,5.0 star rating,prospect mortgage,,,
"Music & DVDs,Bookstores",4.5 star rating,subs n spuds,,,$
Banks & Credit Unions,,provident savings bank,,,
"Italian,Seafood",4.0 star rating,romanos italian rest,,,$$$
"Bars,Barbeque",3.5 star rating,smokey canyon bbq,,,$$
Mexican,4.0 star rating,taco station,,,$
"Hair Salons,Skin Care,Makeup Artists",4.5 star rating,tangles hair salon,,,$$
"Tanning,Massage,Skin Care",4.0 star rating,tanning spa,,,$$
Hair Salons,,the cutting room salon,,,
"Hotels,Day Spas",3.5 star rating,the spa canyon crest,,,$$
"Fruits & Veggies,Health Markets",4.5 star rating,annies frozen yougurt,,,$$
"Children's Clothing,Toy Stores",5.0 star rating,cape news,,,$$
Mexican,4.0 star rating,tortilla grille,,,$
Hair Removal,4.5 star rating,eyebrow threading,,,$
Candy Stores,4.5 star rating,candy crossing,,,$$
"American (Traditional),Cheesesteaks",4.0 star rating,dangelo sandwich shop,,,$
Florists,5.0 star rating,elite ideas trading,,,$$
"Parks,Hiking",4.5 star rating,island carousel,,,
Men's Clothing,4.0 star rating,nomads,,,$$$
Bike Repair/Maintenance,4.5 star rating,spindle city precious metals,,,
"Computers,Data Recovery",4.5 star rating,the mac express,,,$$
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,not your average joes,,,$$$
"Sandwiches,Burgers",4.0 star rating,boardwalk fries,,,$
Stadiums & Arenas,4.5 star rating,bleacher bums,,,
Cards & Stationery,4.5 star rating,gallery hallmark,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,capital city news,,,$$
"Barbers,Hair Stylists",5.0 star rating,holiday hair,,,$$
"Wine Bars,Piano Bars,American (Traditional)",4.0 star rating,flamers,,,$$
Department Stores,3.5 star rating,new york and company,,,$$
"Parks,Hiking",5.0 star rating,strawberry,,,
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,camelot gifts,,,$$
Cinema,4.5 star rating,capital 8 theaters,,,
Real Estate Agents,5.0 star rating,afi designer,,,
Japanese,4.0 star rating,yummy japan,,,$$$
,,central bank,,,
"Massage,Acupuncture,Hair Removal",3.0 star rating,wei wei body work,,,$
"Japanese,Sushi Bars",4.0 star rating,fuji japan,,,$$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,cyber games,,,$$
"Fast Food,Burgers",4.0 star rating,hardees,,,$
Landmarks & Historical Buildings,4.0 star rating,senior center at the mall,,,
"Coffee & Tea,Sandwiches,Bagels",4.0 star rating,great amercian cookie co,,,$
"Sports Wear,Women's Clothing,Yoga",4.0 star rating,wilsons total fitness,,,$$$
"Accessories,Art Galleries",3.5 star rating,ambiance gallery,,,$$$
Shoe Stores,4.0 star rating,becks shoes,,,$$$
Trainers,5.0 star rating,bodyshaper,,,
"Farmers Market,Flea Markets,Food Stands",3.5 star rating,capitola rug gallery,,,$
"Bridal,Gift Shops,Trophy Shops",5.0 star rating,custom engraving,,,$
"Women's Clothing,Accessories",3.0 star rating,demasqe,,,$
"Scandinavian,Bars",4.5 star rating,moms cinnamon rolls,,,$$$
"Coffee & Tea,American (New)",3.5 star rating,caf laila,,,$$
Hair Salons,4.5 star rating,faust salon,,,$$
"Women's Clothing,Home Decor,Jewelry",4.0 star rating,dead sea treasures,,,$$$
Nail Salons,5.0 star rating,glamorous,,,
Hair Stylists,4.5 star rating,hairstyler,,,$
"Toy Stores,Comic Books",3.5 star rating,hamburger planet,,,$$
Jewelry,4.5 star rating,keepsake diamond,,,$$
"Grocery,Delis,Fruits & Veggies",4.0 star rating,nazar turkish imports,,,$$
"Toy Stores,Baby Gear & Furniture,Children's Clothing",4.5 star rating,kids treasures,,,$$
"Shoe Stores,Sports Wear",5.0 star rating,santa cruz apparel,,,$$
"Desserts,American (Traditional)",3.0 star rating,marie callender,,,$$
"Bakeries,Cafes",4.0 star rating,sherris cookies,,,$$
Korean,3.0 star rating,sorabol,,,$
Luggage,4.0 star rating,sterns travel shop,,,$$$
"Sports Wear,Accessories,Outdoor Gear",4.0 star rating,sports extreme santa cruz,,,$$$
"Japanese,Sushi Bars",3.5 star rating,takara japanese,,,$$
"Women's Clothing,Men's Clothing,Accessories",4.0 star rating,third eye apparel,,,$$
"Cocktail Bars,Mexican",4.0 star rating,urbano,,,$$
Massage,1.0 star rating,vip massage,,,$$$$
"Greek,Mediterranean",4.0 star rating,athens market cafe,,,$$
"Local Flavor,Mass Media",2.5 star rating,carmel plaza dental ctr,,,
"American (New),Barbeque",3.5 star rating,bbq republic,,,$$
Jewelry,5.0 star rating,diamonds jewelry,,,$$
French,4.0 star rating,carmel plaza orthodontics,,,$$$
"Carpeting,Flooring,Contractors",4.0 star rating,contract carpet,,,
Florists,4.5 star rating,flowers a la carte,,,$$
Auto Repair,4.5 star rating,ez lube,,,
Barbers,4.5 star rating,haircut place,,,$
"Home Decor,Furniture Stores",5.0 star rating,home trends,,,$$
Arcades,3.0 star rating,nickel city,,,
"Nail Salons,Day Spas",4.0 star rating,prestige nailsspa,,,$$
"Gas & Service Stations,Convenience Stores",3.0 star rating,shell gas station,,,$$
Cinema,4.0 star rating,reading theaters,,,
"Organic Stores,Grocery",4.0 star rating,sprouts farmers market,,,$$
Thai,2.5 star rating,thai go,,,$
"Burgers,Sandwiches",3.5 star rating,the habit burger grill,,,$
Ice Cream & Frozen Yogurt,3.5 star rating,tutti frutti,,,$
"Auto Repair,Body Shops",4.5 star rating,wavelines surf shop,,,
Dry Cleaning & Laundry,3.5 star rating,university cleaners,,,$
Tanning,4.5 star rating,urban sun tanning salon,,,$$
Toy Stores,4.0 star rating,totally thomas toys,,,$$
"French,Venues & Event Spaces",4.0 star rating,bistro beaujolais on the plaza,,,$$$
"Skin Care,Cosmetics & Beauty Supply",4.5 star rating,cos bar,,,$$
Jewelry,4.5 star rating,european jewelry and goldsmith,,,$$
Home Staging,5.0 star rating,hidesign,,,
,,from tee to green,,,
Seafood,4.0 star rating,flying fish grill,,,$$
"Personal Injury Law,General Litigation",1.0 star rating,jeffrey collection,,,
Wineries,4.5 star rating,madrigal,,,$$$
Party & Event Planning,5.0 star rating,mark fenwick,,,
"Women's Clothing,Jewelry",5.0 star rating,parts unknown,,,$$$
Jewelry,3.5 star rating,khakis of carmel,,,$$$$
French,4.0 star rating,patisserie boissiere restaurant,,,$$$
"Soul Food,Caterers,Southern",5.0 star rating,ms fabulous,,,$$
"Jewelry,Watches",5.0 star rating,sylvie unique boutique,,,$$
Mattresses,1.0 star rating,yves delorme,,,
"Bars,Dance Clubs",3.5 star rating,the dutches,,,$$
Real Estate Agents,5.0 star rating,triangle peak partners,,,
Cinema,3.0 star rating,carolina mall cinema,,,
"Dermatologists,Medical Spas",4.0 star rating,bare bella,,,$$$
Sewing & Alterations,4.5 star rating,c k alterations,,,
Cheese Shops,4.0 star rating,the cheese shop,,,
"Bridal,Formal Wear",5.0 star rating,jewelry mine,,,$$$
"Hot Dogs,Vegetarian,American (Traditional)",4.0 star rating,not just franks,,,$
"American (New),Comfort Food,Cafes",4.0 star rating,just casual,,,$$
"Sushi Bars,Japanese",4.0 star rating,sogo express,,,$$
"Social Clubs,Party & Event Planning",4.0 star rating,xtreme play,,,
Hotels,3.5 star rating,704 designs,,,$$
"Local Flavor,Landmarks & Historical Buildings",4.0 star rating,ar gold treasure,,,
"Bookstores,Newspapers & Magazines",4.5 star rating,barnes noble music,,,$$
Cards & Stationery,4.0 star rating,anns hallmark,,,$$
Bakeries,4.0 star rating,a taste for life,,,$$
Italian,4.0 star rating,american diva,,,$$
"Hair Removal,Skin Care",3.5 star rating,beautiful eyebrows,,,$$
Radio Stations,5.0 star rating,blue kiss photo,,,
"Bars,American (Traditional)",4.0 star rating,brick city,,,$$
,,cunningham research,,,
"Boating,Tours",4.0 star rating,cruise masters,,,
Jewelry,4.5 star rating,carolina jewelry,,,$$
Jewelry,5.0 star rating,carmel jewelrys,,,$$
Newspapers & Magazines,4.0 star rating,harpers,,,$
"Coffee & Tea,Bubble Tea",3.5 star rating,jasmine smoothie,,,$
"Men's Clothing,Women's Clothing,Discount Store",4.5 star rating,hot trends,,,$$
Real Estate Services,,lehman art,,,
Martial Arts,5.0 star rating,lims,,,
"Sewing & Alterations,Men's Clothing",4.5 star rating,lans tailors,,,$
Mobile Phones,5.0 star rating,mobile zone,,,$$
"Graphic Design,Sewing & Alterations,Screen Printing",5.0 star rating,monogram shop,,,
"Bakeries,Coffee & Tea,Sandwiches",4.0 star rating,modeline,,,$
Massage,5.0 star rating,oasis massage,,,$$
"Skin Care,Hair Removal,Eyelash Service",4.5 star rating,esthetica day spa,,,$$
"Pizza,Italian,Lounges",4.0 star rating,poppy pia,,,$$
Mobile Phones,,pro wireless,,,
IT Services & Computer Repair,,pro-active solutions,,,
Real Estate Agents,3.5 star rating,realty alliance,,,
Public Services & Government,4.0 star rating,salon se swa,,,
,,recreational equipment,,,
Nail Salons,4.0 star rating,sassy,,,$$
"Women's Clothing,Accessories",4.0 star rating,sofi accessories,,,$$$
"Bars,Venues & Event Spaces",4.0 star rating,tikki hut,,,$$
"Handyman,Contractors",5.0 star rating,wild cat,,,
"Home Theatre Installation,IT Services & Computer Repair",5.0 star rating,ui,,,
"Children's Clothing,Uniforms",4.5 star rating,77 kids,,,$$
Jewelry,5.0 star rating,world of jewelry,,,$
Sporting Goods,4.0 star rating,all star sports,,,$$
"Piercing,Tattoo",5.0 star rating,body by pagoda,,,$$
,,beauty plus,,,
"Cajun/Creole,Seafood,Asian Fusion",3.5 star rating,cajun cafe,,,$$
"Hair Removal,Massage,Nail Salons",4.5 star rating,bv nailsspa,,,$$
"Candy Stores,Chocolatiers & Shops",4.5 star rating,caramel corn shoppe,,,$
Airports,4.0 star rating,carousel newstand,,,
"Sports Bars,American (New),Venues & Event Spaces",3.5 star rating,cooperstown connection,,,$$
"Toy Stores,Hardware Stores,Party Supplies",4.5 star rating,cell ace,,,$$
Hobby Shops,4.5 star rating,game craze,,,$$
Italian,4.0 star rating,gelato ditalia,,,$$
"Musical Instruments & Teachers,Electronics Repair",5.0 star rating,guitar,,,$$$
Home Decor,4.0 star rating,henry wilson jewelrys,,,$$
"Hair Salons,Barbers",5.0 star rating,his n her perfume,,,$$$
Sewing & Alterations,5.0 star rating,modern tailor,,,
"Jazz & Blues,Japanese",4.0 star rating,koto japanese steakhouse,,,$$$
Comic Books,4.5 star rating,play game read the story,,,$$
"Sandwiches,Juice Bars & Smoothies",4.5 star rating,mr smoothie,,,$
"Pizza,Pubs",3.5 star rating,syracuse gift company,,,$$
"Toy Stores,Hobby Shops",4.5 star rating,toyland,,,$$
"Shared Office Spaces,Venues & Event Spaces",5.0 star rating,the vault,,,
"Party & Event Planning,Wedding Planning",5.0 star rating,the franciscan place,,,
,,1st franklin financial,,,
"Hair Salons,Barbers",5.0 star rating,genesis hair,,,$$
"Bookstores,Cards & Stationery",4.5 star rating,cooks jewelry,,,$$$
"Steakhouses,Brazilian,Buffets",4.0 star rating,green tomato buffet,,,$$$
Chinese,3.5 star rating,china restaurant,,,$$
"Home Cleaning,Handyman",3.0 star rating,j carl cleaners,,,
"Nail Salons,Hair Removal",5.0 star rating,nail salon,,,$$
"Pet Stores,Pet Groomers,Pet Adoption",4.5 star rating,pet supplies plus,,,
