,store_id,store_name
12088,12088, Today's Pet Store
12089,12089, Waldin Jewelers
12090,12090, 1 Day Dentures
12091,12091, A & H Advertising
12092,12092, ACO Hardware
12093,12093, Advanced Multimedia
12094,12094, Aladdin's Delight
12095,12095, Dollar Castle
12096,12096, Frandor Deli
12097,12097, Gall Sewing & VAC Ctr.
12098,12098, Gift & Bible
12099,12099, Guys & Dolls Hairstyling
12100,12100, Holden-Reid
12101,12101, Jewelry Doctor
12102,12102, Just For Fun
12103,12103, Lake Trust Credit Union
12104,12104, Larry Cushion Trophies
12105,12105, Liberty Coins
12106,12106, New Apple Jade Chinese Fd
12107,12107, Pet Nanny Of America
12108,12108, Playing Picasso
12109,12109, Prime Time Awards
12110,12110," Sonus-USA, Inc."
12111,12111, Sparty's Coney Island
12112,12112, Tanz-Mania
12113,12113, Trippers Sports Bar
12114,12114, UniqueTailor
12115,12115, Vertex Computer
12116,12116, Video To Go
12117,12117, AMC Theatres Franklin Mills 14
12118,12118," Athlete's Foot Outlet, The"
12119,12119, Bed Bath & Beyond Outlet
12120,12120, Black Diamond Skate Park
12121,12121, Burritaco & Philly Steaks
12122,12122, CAC - Custom Apparel Company
12123,12123, Carter's for Kids
12124,12124, City Blue Outlet
12125,12125," City Blue, Inc."
12126,12126," Claire's, Etc."
12127,12127, Dave & Buster's Grand Sports Caf√©
12128,12128, Diamond Depot
12129,12129, Dollar Source
12130,12130, Earrings World
12131,12131, Easy Pickins
12132,12132, Ecko Unlimited Outlet Store
12133,12133, Foot Locker Outlet
12134,12134, Franklin Mills Dental
12135,12135, Goldheart Direct
12136,12136, GUESS? Factory Store
12137,12137, Hanes Brands
12138,12138, Harry's Fragrance Outlet
12139,12139, China Buddha Express
12140,12140, China Buddha Gifts
12141,12141, Jini Beauty Supply
12142,12142, L & A Furniture
12143,12143, Lady Blue & Kids Too
12144,12144, Leather & Shoes
12145,12145, Lotus Express
12146,12146, Marshalls HomeGoods
12147,12147, Octane Jeans
12148,12148, Pajama Party
12149,12149, PinkL
12150,12150, Quails
12151,12151, Reebok Factory Store
12152,12152, Rita's Water Ice
12153,12153, Rockport Factory Store
12154,12154, Royal Jewelers
12155,12155, Sbarro Express
12156,12156, Serene Blu
12157,12157, Shoeprint
12158,12158, Signature Perfume
12159,12159, Smoker's Choice
12160,12160, Sophistikids
12161,12161, Spirit Halloween / ToyZam!
12162,12162, Square One
12163,12163, Suit Mart
12164,12164, Suit Max
12165,12165, Tags and Flags
12166,12166, Tate's Menswear Outlet
12167,12167, Test America
12168,12168, Top of The Line Fragrances
12169,12169, Twinkle
12170,12170, Ultra Gold and Diamond Outlet
12171,12171, United Financial Services
12172,12172, AAA Mid-Atlantic
12173,12173, Act III Hairstylists
12174,12174, All Star Bagel
12175,12175, ARC Resources Unlimited
12176,12176, Bandolino
12177,12177, Bath Fitters
12178,12178, Beyond The Bracelet
12179,12179, Bistro Express
12180,12180, Brighton
12181,12181, California Sunshine
12182,12182, Cash for Gold
12183,12183, Clark's/Bostonion
12184,12184, Cunningham Field Services
12185,12185, Dante Tuxedos
12186,12186, Decor Art Gallery
12187,12187, Docker's
12188,12188, East Meets West
12189,12189, Elegance Furniture
12190,12190, Everything Halloween
12191,12191, Exotic Nails
12192,12192, Giorgio's Fine Jewelry
12193,12193, Gyro Place
12194,12194, Charmante
12195,12195, Chelsea Taylor
12196,12196, I - Mobile
12197,12197, Itz A Puzzel
12198,12198, Jewelry and Watch Doctor
12199,12199, Jos A. Bank Clothiers
12200,12200, Kohr Brothers/Auntie Anne's Pretzels
12201,12201, Laser Xpressions
12202,12202, Leather & Fur Ranch
12203,12203, Magic Touch
12204,12204, Michael Matthews Jewelers
12205,12205, Michael's Deli
12206,12206, Miracle Brows
12207,12207, Mirti Italian Leather
12208,12208, Nails La Bella
12209,12209, North Star Gallery
12210,12210, One Collective Sole
12211,12211, Oriental City
12212,12212, Perfume Kraze
12213,12213, Peter's Shoe Repair & Tailoring
12214,12214, Professional Hair and Kidz Cuts
12215,12215, ROBOTGALAXY
12216,12216, Rock Gallery
12217,12217, RU MUSIC
12218,12218, Ruehl No.925
12219,12219, S&L; Children's Design
12220,12220, Saturday Matinee
12221,12221, Shine
12222,12222, Signature
12223,12223, So Ho Fashions
12224,12224, Straight For You
12225,12225, Surray Luggage
12226,12226, The Shapers Salon
12227,12227, Thriftway Health and Beauty
12228,12228, Turkey and Salad Express
12229,12229, Wellness and Reflexology
12230,12230, Whispers
12231,12231, Acupuncture Clinic
12232,12232, Aifa Fashion Jewelry
12233,12233, All Seasons Travel
12234,12234, Alliance Credit Union
12235,12235, American General Svcs
12236,12236, Beads at Beads
12237,12237, CA Bank & Trust
12238,12238, Dayak's Den
12239,12239, Deirmenjian/Moftak Dental
12240,12240, Desi Dhaba Indian Fast Fd
12241,12241, Dr. Guy A Nazareno
12242,12242, H. Salt Fish & Chips
12243,12243, Chelsea Bakery
12244,12244, Jack's Brewing Company
12245,12245, Jennifer Convertables
12246,12246, Kasper's Hot Dogs
12247,12247, La' Sen Restaurant
12248,12248, Liberty Tax Services
12249,12249, Little Scissors
12250,12250, Murasaki Fine Futon Shop
12251,12251, Nail Glamour
12252,12252, New Kung Tee Noodle House
12253,12253, Ohana Hawaiian BBQ
12254,12254, Q-Cup
12255,12255, Site For Sore Eyes
12256,12256, Skin Laser Essentials
12257,12257, Sleep Train
12258,12258, Steven Hallmark
12259,12259, Sushi Harbor
12260,12260, Taco Bell Express
12261,12261, Accessories & More
12262,12262, Animal Clinic of Friendly Center
12263,12263, Beverly Nail Spa
12264,12264, Birkenstock Feet First
12265,12265, Cafe Carolina
12266,12266, Carolina Bank
12267,12267, Clark Tire at Friendly Center
12268,12268, CommunityOne
12269,12269, Dewey's Bakery
12270,12270, Dolce Dimora
12271,12271, DSW Shoes
12272,12272, Five Guys
12273,12273, Fox Eye Care
12274,12274, Friendly Pets
12275,12275, Gate City Pharmacy
12276,12276, Gotcha Covered
12277,12277, Great Outdoor Provision Co.
12278,12278, Hand & Stone Massage and Facial Spa
12279,12279, Harper's
12280,12280, Christie's Hallmark
12281,12281, Jade Aveda
12282,12282, Jay's Deli
12283,12283, Kangaroo Express Exxon
12284,12284, Leon's
12285,12285, Oreck
12286,12286, OshKosh
12287,12287, Palm Avenue
12288,12288, Pendleton
12289,12289, Perch
12290,12290, Pita Delite
12291,12291, Poblano's Mexican Bar & Grill
12292,12292, Prudential Carolinas Realty
12293,12293, RBC Centura Bank
12294,12294, Sheree's Natural Cosmetics
12295,12295, Shipping Depot
12296,12296, Schiffman's
12297,12297, Simply Meg's
12298,12298, Somerset at Friendly
12299,12299, SportClips
12300,12300, Starbucks (Inside Harris Teeter)
12301,12301, Steve's BP
12302,12302, SunTrust
12303,12303, SunTrust (Inside Harris Teeter)
12304,12304, Swoozie's
12305,12305, Tailgators
12306,12306, Tex & Shirley's
12307,12307, The Apple Store
12308,12308, The Extra Ingredient
12309,12309, The Regal Grande 16
12310,12310, Toys & Co.
12311,12311, US Sushi
12312,12312, # 1 Properties
12313,12313, Air Force Recruiters
12314,12314, All Wild & Western
12315,12315, Ashley's Silver
12316,12316, Asian Gift
12317,12317," AT&T;, Authorized Retailer*"
12318,12318, Blue Wire (Alltel)
12319,12319, Country Buffet
12320,12320, First Interstate Bank ATM
12321,12321, First Interstate Play Area
12322,12322, Frontier Jewelers
12323,12323, Frontier Medical Plaza
12324,12324, Frontier Nine Theatres
12325,12325, Frontier Shades
12326,12326, JoAnn Fabrics and Crafts*
12327,12327, Marines Recruiters
12328,12328, Mineral Make-up
12329,12329, My Wireless
12330,12330, Nails Unique
12331,12331, Natural Lites
12332,12332, Nature's Touch
12333,12333, New Smoking Alternatives
12334,12334, Perfume Station
12335,12335, Premiere Skin Care
12336,12336, PretzelMakerTCBY
12337,12337, RC Pitt Stop
12338,12338, Renzio's Greek Food
12339,12339, Shu's Chinese Massage
12340,12340, Speedy-Pro Jewelry Repair
12341,12341, SuperCuts
12342,12342, The Property Exchange
12343,12343, Belk Kids
12344,12344, Jewels and Gold
12345,12345, Kobe Japanese Steakhouse
12346,12346, Mi Cazuela
12347,12347, Premiere Cinema 16
12348,12348, Sports Mania
12349,12349, The Well
12350,12350, Todino's
12351,12351," Arnold I. Malhmood, DDS."
12352,12352, Beyond Comics
12353,12353, Duffy Irish Dance
12354,12354, Freestyle Beauty
12355,12355, Fu Shing Cafe
12356,12356, Gerstel Office Furniture
12357,12357," Grog Beer, Wine & Deli"
12358,12358, Insurance Master USA
12359,12359, Merry Maids
12360,12360, Phanxi Nails & Spa
12361,12361, Ricky's Rice Bowl
12362,12362, Sandy Spring Nat'l Bank
12363,12363, Valdemar Travel
12364,12364, Who Cut Your Hair
12365,12365, All Nail & Spa
12366,12366, Dan's Fan City
12367,12367, Discount Tire Outlet
12368,12368, Li's Alterations
12369,12369, Mattress Giant
12370,12370, Rainbow for Kids
12371,12371, State of Florida Division of Child Support
12372,12372, The Monkey Cage
12373,12373, Today's Male
12374,12374, Armed Forces Recruiting
12375,12375, Athena's Sweet Shoppe
12376,12376, Baker Street
12377,12377, Carmel Corner
12378,12378, Cellular Plus- Verizon
12379,12379, Clubhouse Glow Mini Golf
12380,12380, Coquettes Limited
12381,12381, Details Boutique
12382,12382, Eye Care USA
12383,12383, Gallatin Valley Cinema
12384,12384, Giggles & Toys & More
12385,12385, High Cntry Gift/Engraving
12386,12386, Chatty's
12387,12387, Jensen Jewelers
12388,12388, Leslie's Hallmark
12389,12389, Manhattan Sandwich Co.
12390,12390, Nights Delight Beds&Furn.;
12391,12391, Rayzor Sharp
12392,12392, Riddles Jewelery
12393,12393, Rocky Mountain Bank
12394,12394, Schnee's Boots & Shoes
12395,12395, The Bay Bar & Grill
12396,12396, The Salon
12397,12397, Tire-Rama
12398,12398, West Main Car Wash
12399,12399, AAA Travel & Insurance
12400,12400, Ampersand
12401,12401, Arafina
12402,12402, Art Resources
12403,12403, Big Bowl
12404,12404," Blue Willi's USA, Inc."
12405,12405, Crave
12406,12406, Creative Kidstuff
12407,12407, dugo
12408,12408, Epitome
12409,12409, Epitome Papers
12410,12410, Fawbush's
12411,12411, Fifth Avenue Optical
12412,12412, Gabberts Furniture/Design
12413,12413, H.O.B.O.
12414,12414, Hammer Made
12415,12415, InVision Optics
12416,12416, Karl Bissinger's
12417,12417, Kozy Steaks & Seafood
12418,12418, Len Druskin
12419,12419, Melly
12420,12420, Oh Baby!
12421,12421, Pappagallo
12422,12422, Peoples Organic Coffee
12423,12423, Pumpz & Company
12424,12424, Que Sera
12425,12425, Rocco Altobelli Salon
12426,12426, Rocco Altobelli Spa
12427,12427, Scheherazade
12428,12428, Schmitt Music Center
12429,12429, STYLEDLIFE
12430,12430, The Brass Handle
12431,12431, The Good Earth Rest./Bkry
12432,12432, The Westin Edina Galleria
12433,12433, Three Rooms
12434,12434, Trail Mark
12435,12435, Twill by Scott Dayton
12436,12436, Whymsy
12437,12437, Anything for Wireless
12438,12438, Baskin-Robbins/Dunkin Do
12439,12439, Beauty Club
12440,12440, Beauty Club Salon II
12441,12441, Blue Ribbon Sports
12442,12442, Bouton's Hallmark
12443,12443, Fuji Japanese Steakhouse
12444,12444, Galleria Mall Dental
12445,12445, Galleria Mart
12446,12446, It's On TV and More
12447,12447, Nail Pro I & II
12448,12448, New York Collection
12449,12449, Planet Wings Grille
12450,12450, Roma Art & Framing
12451,12451, Safelite Glass
12452,12452, Shoyu Japan
12453,12453, Smells So Good
12454,12454, Sossi Formal Wear
12455,12455, Sweet Feelings
12456,12456, Abate Seafood
12457,12457, Advanced Wireless
12458,12458, Allegheny Mountain Smoked Meats & Cheese
12459,12459, American Country Collection
12460,12460, BC Sports
12461,12461, Brooks Brothers 346
12462,12462, Cafe Roma
12463,12463, Cinemark 18 Theatres
12464,12464, Corningware Corelle Revere
12465,12465, Destination Wellness
12466,12466, Dingbats
12467,12467, Dollar Value
12468,12468, DQ Treatworks
12469,12469, East Strip Deli
12470,12470, Eat N' Park
12471,12471, Elegant Nails & Spa
12472,12472, First Commonwealth Bank
12473,12473, Gatto Cycle/Harley Davidson Cycle Shop
12474,12474, Giant Eagle Gift Card Gallery
12475,12475, Giggles & Smiles
12476,12476, Go! Toys & Games
12477,12477, H & M
12478,12478, Highflyer Bungee Co.
12479,12479, Chili's Bar & Grill
12480,12480, Chinese Back Massage
12481,12481, Image Factory
12482,12482, J&C; Hobbies
12483,12483, Kaleidoscope Dolls
12484,12484, Kidz Shoes
12485,12485, Linens-N-Things
12486,12486, Loya Galleries
12487,12487, MasterCuts Family Haircutters
12488,12488, Mid Coast Clocks
12489,12489, Miller Shoes
12490,12490, Music For A Song
12491,12491, New Dimension Art & Framing
12492,12492, PA Leadership School
12493,12493, Pearl of the Orient
12494,12494, Perfect Picks
12495,12495, Perfumall
12496,12496, Petland
12497,12497, Philip Pelusi Hair Salon
12498,12498, Photo Tyme Portraits
12499,12499, Pirates Clubhouse Shop
12500,12500, Pittsburgh Steelers Sideline Store
12501,12501, Pollack's Candy
12502,12502, Puff N' Stuff
12503,12503, Quality Luggage
12504,12504, Radiant Life
12505,12505, Rosie's Pierogies
12506,12506, Royal Gatherings
12507,12507, Rue 21
12508,12508, Sam's Club
12509,12509, Scrub Shack
12510,12510, Sears Grand
12511,12511, Seasons Crafts & Gifts
12512,12512, Shults Ford
12513,12513, Sonic America's Drive-In
12514,12514, Spotlight Performance Wear
12515,12515, Springhill Suites
12516,12516, Top Hat Tuxedo
12517,12517, Tower Auto Sales
12518,12518, Trendsetters
12519,12519, Village Tailor
12520,12520, Windgate Vineyard
12521,12521, Alberto's Mexican Food
12522,12522, Alexander Jewelers
12523,12523, AMC 16 Tyler
12524,12524, Angl
12525,12525, barkworks
12526,12526, Bayside Watch and Jewelry
12527,12527, Beach Works
12528,12528, Beach Works Girls
12529,12529, Ben Bridge
12530,12530, C2:8
12531,12531, Duke'z
12532,12532, Fetal Focus
12533,12533, Gala Nites
12534,12534, Galleria at Tyler Security
12535,12535," Galleria Sub. Station, City of Riverside Police Department"
12536,12536, GNC 
12537,12537," Gold Guys, The"
12538,12538, Great Expectations Hair Salon
12539,12539, H&M; 
12540,12540, Hallmark/Mary's Hallmark
12541,12541, Headstone Boutique
12542,12542, Horizon Beauty Supply and Salon
12543,12543, House of Beauty
12544,12544, Inland Board Shop
12545,12545, iSmile Teeth Whitening
12546,12546, J. Stephens Florsheim
12547,12547, K. Norris Jeweler
12548,12548, Karen Allen Aveda Salon & Spa
12549,12549, Kelly's Coffee and Fudge Factory
12550,12550, Kelly's Espresso Bar
12551,12551, Kissberry
12552,12552, Life Uniform Apparel
12553,12553, Luxor Fragrance
12554,12554, M.A.C.
12555,12555, Mall Management/Guest Services (located in Basement)
12556,12556, Melt Gelato Italiano
12557,12557, Miguel's Jr.
12558,12558," Mix, The"
12559,12559, Moa Collection
12560,12560, Optometrist - Dr. Spera
12561,12561, Pablo's Restaurant & Cantina
12562,12562, Photoworld
12563,12563, Planet Beauty
12564,12564, Red Persimmon Salon & Spa
12565,12565, Reflection
12566,12566, Robbins Brothers
12567,12567," Scream Shop, The"
12568,12568, Shoe Clinique Instant Shoe Repair
12569,12569," Sleep Number Store, The"
12570,12570, Sports Treasure
12571,12571, Star Tulip Stuffies
12572,12572, Suit Exchange
12573,12573, Thomas Kinkade Lamplight Galleries
12574,12574, Twin Valet
12575,12575, Tyler Ranch Spa & Salon
12576,12576, Urban Depot
12577,12577, Vans Shoes
12578,12578, Wetzel's Pretzels 
12579,12579, Wireless That's It!
12580,12580," Yard House, The"
12581,12581, American Eagle/Aerie
12582,12582, American Girl Boutique
12583,12583, Avalon
12584,12584, B&B; News & More
12585,12585, Bag 'N Baggage
12586,12586, Bachendorf's Jewelry
12587,12587, BCBGeneration
12588,12588, Boeau Belle
12589,12589, Brahmin
12590,12590, Clear Channel Malls
12591,12591, Dooney & Bourke
12592,12592, Fast Fix Jewelry & Watch
12593,12593, Field of Dreams
12594,12594, Galleria Hotel Venture
12595,12595, Galleria Ice Skating
12596,12596, Galleria Towers Dallas
12597,12597, Gianni
12598,12598, Hairstyle Beauty
12599,12599, Choco-coco
12600,12600, I Play N Talk
12601,12601, IPC International
12602,12602, La Madeleine
12603,12603, Landau Costume Jeweler
12604,12604, Little Katana Sushi Bar
12605,12605, Luciano
12606,12606, Marmi
12607,12607, Mi Cocina
12608,12608, Mon Cadeau
12609,12609, Muzak Limited Partnership
12610,12610, Pizazz
12611,12611, Premier II
12612,12612, Rupe Fashion Mansion
12613,12613, Sarku Eatery
12614,12614, Shiekh
12615,12615, Shirt O' Fun
12616,12616, Simply Unique
12617,12617, St. Croix Shop
12618,12618, Steve Madden Shoes
12619,12619, Student Union
12620,12620, Tac Toys
12621,12621, Talbots/Talbots Petites
12622,12622, The Corner Bakery
12623,12623, The Dog Company
12624,12624, The Nail Spa
12625,12625, The Oceanaire Seafood Rm.
12626,12626, The Salad Bowl
12627,12627, Theraputic Spa
12628,12628, Things Remebered
12629,12629, Unique Jose Eber
12630,12630, Westin Galleria Dallas
12631,12631, Westin Hotel
12632,12632, Ylang Ylang
12633,12633, A to Z Accessories
12634,12634, A to Z Cellular
12635,12635, Accessory World
12636,12636, Allure Apparel
12637,12637, Buster Brown
12638,12638, Cleopatra Hair Salon
12639,12639, Designer Fragrance & Gift
12640,12640, Diamond Treasures
12641,12641, DMV
12642,12642, Fame Sports
12643,12643, Fashion Cents
12644,12644, Fashion Leather & Buckles
12645,12645, Fashion Villa
12646,12646, Fellowship Christian Ctr.
12647,12647, Fletcher's Place
12648,12648, Freidman's Jewelers
12649,12649, G.A. Credit Union Service
12650,12650, Glamorous Hair Salon
12651,12651, Gold & Diamond Depot
12652,12652, Gold Treasures
12653,12653, Heel Quick Shoe Repair
12654,12654, Heels on Wheels
12655,12655, Heritage Imani
12656,12656, Hollywood Beauty Supply
12657,12657, Image Accents
12658,12658, Jarman Shoes
12659,12659, Jewelers Choice
12660,12660, Kare Alterations
12661,12661, Lanmarc Group
12662,12662, LifePac Chiropractice
12663,12663, Light Up Your Life
12664,12664, Luxury Leather
12665,12665, Mix & Match
12666,12666, Nails First
12667,12667, Perfume Gifts
12668,12668, Planet Popolicious
12669,12669, Planet Sunglasses
12670,12670, R & R Embroidery
12671,12671," Ritz Cosmetics, Inc."
12672,12672, Rochell's Diamonds
12673,12673, S. Dekalb Dental Clinic
12674,12674, S. Dekalb Dialysis Center
12675,12675, Shaboo Jewelry
12676,12676, Skillz
12677,12677, Sports Profile
12678,12678, Spotlight For Women
12679,12679, Sun Newstand
12680,12680, Susan's Wigs
12681,12681, Tannenbaum Research
12682,12682, The Burning Sands
12683,12683, The Burning Sands Masonic
12684,12684, Trends Menwear
12685,12685, Ultimate Barber Shop/Spa
12686,12686, UNICA
12687,12687, Ameriprise Financial
12688,12688, Appleseeds
12689,12689, Cafe Luna
12690,12690, Cohoes
12691,12691, F. Bianco
12692,12692, i Party
12693,12693, Louis A. Reginer
12694,12694, Mel & Me Ltd.
12695,12695, Newport Creamery
12696,12696, One Step Mortgage
12697,12697, Papa Razzi
12698,12698, Providence Diamond
12699,12699, All Pro Sportswear
12700,12700, Allure Cosmetics
12701,12701, Center Intergrated Med.
12702,12702, Conlins Furniture
12703,12703, Divine Intimacy
12704,12704, Famous Labels
12705,12705, Galleria At Gateway
12706,12706, Gate City Bank
12707,12707, Gelato d' Italia
12708,12708, Great Plains Health Co.
12709,12709, Hansen's Mens Wear
12710,12710, Heritage Pharmacy
12711,12711, Chinatown Buffet
12712,12712, Joy's Hallmark
12713,12713, Juniques
12714,12714, Mid Dakota Clinic PC
12715,12715, Mid Dakota Dermatology
12716,12716, Miss Goody 2 Shoes
12717,12717, Mocha Mamma's Coffee
12718,12718, Paradiso Cafe
12719,12719, Perkins Family Restaurant
12720,12720, Planet Cellular
12721,12721, Prime Care Medical Ctr
12722,12722, Rock N 50's Cafe
12723,12723, Veterans Clinic
12724,12724, World of Kitchen
12725,12725, 100% Fresh & Natural
12726,12726, Aroma Cafe
12727,12727, AT&T; - Activate Cellular
12728,12728, Avis Car Rental at Sears
12729,12729, Bello
12730,12730, Bumper Zone
12731,12731, Burrito Amigos
12732,12732," Cabela's - Opening May 5, 2011"
12733,12733, Carl's Jr - Green Burrito
12734,12734, Cellairis (cart)
12735,12735, Cinemark 17
12736,12736, Comcast Cable
12737,12737, Corsair Rose
12738,12738, Crafters' Alley
12739,12739, Diamond Wireless- Verizon
12740,12740, Dragonvine Toys (www.dragonvinetoys.com)
12741,12741, Epris
12742,12742, Furnish 1-2-3
12743,12743, Hytrek's Jewelers
12744,12744, Jackson Hewitt
12745,12745, Lolita's
12746,12746, More of Everything
12747,12747, More of Everything II
12748,12748, Mother Goose Resale
12749,12749, Movies 12
12750,12750, Nails Now
12751,12751, New China Cafe
12752,12752, Oregon Army National Guard
12753,12753, Oregon Sports
12754,12754, Original Roadhouse Grill
12755,12755, OZ Fitness
12756,12756, Quick Test Opinion Center
12757,12757, Sears Portraits
12758,12758, The Beamz (Cart: Limited Hours)
12759,12759, Tree of Life
12760,12760, U.S. Army Recruiting Station
12761,12761, U.S. Marine Recruiter
12762,12762, Umpqua Bank
12763,12763, Aaron Brothers Art & Framing
12764,12764, Avant Salon & Day Spa
12765,12765, Cruise Holidays
12766,12766," Dr. James Potter, DDS"
12767,12767, Factory Mattress USA
12768,12768, Fast Frame
12769,12769, First Leap
12770,12770, Gateway 16 Cinemas (Regal)
12771,12771, Gateway Nails & Spa
12772,12772, Here We Grow Again
12773,12773," InStep, the Birkenstock Store"
12774,12774, Medifast Weight Control Center
12775,12775, Oriental Rug Gallery
12776,12776, Samuels Diamonds
12777,12777, Sushi Sake
12778,12778, Texas Running Company
12779,12779, Today's Vision
12780,12780, Urban Mattress
12781,12781, Affordable Eyewear
12782,12782, American Fun Center
12783,12783, Baker Shoes
12784,12784, Best Beauty
12785,12785, Blue Moon Gallery
12786,12786, Body Kneads
12787,12787, Bonjour Crepe & Cupcakes
12788,12788, BT Embroidery
12789,12789, Confessions
12790,12790, Dakota Watch Co
12791,12791, Diamond Galleria
12792,12792, Dollar & Cents
12793,12793, Dragon Spirits
12794,12794, Egyptian Sheets
12795,12795, Famous Jewelers
12796,12796, Fashion Purses
12797,12797, Fluke Hearing Instruments
12798,12798, Genesee District Library
12799,12799, Glass Gallery
12800,12800, Global Security
12801,12801," Gloria's, Ltd."
12802,12802, Go the Game
12803,12803, Goldmans
12804,12804, High Octane
12805,12805, Himani- Makeup. Skin Care.
12806,12806, Chicos
12807,12807, Christmas Memories
12808,12808, Intouch Wireless/Sprint-Nextel
12809,12809," It's a Pillow, It's A..."
12810,12810, Jerry the Tailor
12811,12811, Jewelry Place
12812,12812, Jonny Almond Nut Co.
12813,12813, Logans Roadhouse
12814,12814, Luggage Plus
12815,12815, Macy's Optical
12816,12816, Master Cuts Family Haircutters
12817,12817, Merle Norman Salon & Spa
12818,12818, Modern Nail
12819,12819, Monique‚??s Jewelry Box
12820,12820, My Home Cares
12821,12821, Outerwear Outlet
12822,12822, Palace Coney Island
12823,12823, Parvizi Clothing
12824,12824, Patsy Lou Sales & Accessories
12825,12825, Personal Touch Body Jewelry
12826,12826, Pretzel Peddler
12827,12827, Proactiv Solution (Vending Machine)
12828,12828," Scentually Yours, Inc."
12829,12829, Sears Watch and Jewelry Repair
12830,12830, SolGlo
12831,12831, The Family Puppy
12832,12832, Tom's Diamond
12833,12833, Toure's
12834,12834, Verizon The Wireless Store
12835,12835, Vintage Jewelry
12836,12836, Wear District
12837,12837, Wirelsss Giant
12838,12838, Yazmin Jay
12839,12839, Aveda/annabella salonspas
12840,12840, Azar Jewelers/Gems Town
12841,12841, Baubles by Maclyn
12842,12842, Big Fish Grill and Market
12843,12843, Cookie Cutters for Kids
12844,12844, Eye Boutique
12845,12845, Perlman Fine Jewelry
12846,12846, Taco Fresco
12847,12847, Vino 100 & Tinder Box
12848,12848, Wet Nose Pet Store
12849,12849, 1-2-3 Inflatables
12850,12850, 1-2-3 Jump
12851,12851, American Vision Center
12852,12852," As Seen on TV, etc."
12853,12853, Athens-Clarke Co. Police Substation
12854,12854, C & C Research
12855,12855, Continental Jewelers
12856,12856, Earthbound Trading Co
12857,12857, Express|Express Men
12858,12858, Floral Design
12859,12859, Freestyle
12860,12860, Gap | GapKids
12861,12861, GC Computers
12862,12862, Georgia Square News Stand
12863,12863, Georgia Square Value Cinema
12864,12864, Gold N' Time
12865,12865, Chattahoochee Choo Choo
12866,12866, It's About Time
12867,12867, Java Hut
12868,12868, Jeans Stop
12869,12869, Man Style
12870,12870, Meena's Newsstand
12871,12871, New Orleans Grill
12872,12872, Silver Treasures
12873,12873, Spare Quarters
12874,12874, Top Line Shoes
12875,12875, Ultron US Bank
12876,12876, US Air Force Recruiters
12877,12877, US Army Recruiters
12878,12878, US Marine Recruiters
12879,12879, US Navy Recruiters
12880,12880, Acom Solutions
12881,12881, Arizona Fireplaces & BBQ
12882,12882, Arizona Soccer Club
12883,12883, Baker School of Music
12884,12884, Bounce U
12885,12885, Brunswick Zone
12886,12886, Creative Hands Studio
12887,12887, Edge Salon
12888,12888, Evident Life Church
12889,12889, Farmer's Insurance
12890,12890, Gilbert Ice Cream
12891,12891, Gilbert Music & Lessons
12892,12892, Hollywood Theatres
12893,12893, Inf Wellness Chiropractic
12894,12894, Learning Foundation
12895,12895, Lesueur's Tuxedos
12896,12896, Perspectacles Eyewear
12897,12897, Phoenicia Cafe II
12898,12898, Physiotherapy Associates
12899,12899, Sal's Gilbert Pizza
12900,12900, The Rainmaker Institute
12901,12901, Topit Cupcakes
12902,12902, Town Square Dental
12903,12903, United Studios-Self Dfnse
12904,12904, Vine Expressions
12905,12905, 786 Convenience Store
12906,12906, A - Z Coins & Stamps
12907,12907, Archiver's:  The Photo Memory Store
12908,12908, Art of Massage
12909,12909, Asian Styles
12910,12910, Auntie Anne's Soft Pretzels II
12911,12911, Bath & Body Works II
12912,12912, Bath Fitters (display)
12913,12913, Boost Pre-Paid Mobile (cart)
12914,12914, California Jewelry
12915,12915, Colt's Timelss Tattoos
12916,12916, Crazy Candies
12917,12917, Custom Signs & Stitches (kiosk)
12918,12918, Designer Fashion
12919,12919, Diamond Store International
12920,12920, Discounted Guitars
12921,12921, DL Sports
12922,12922, Earth Magic
12923,12923, Express/ Express Men
12924,12924, Eyes by India II
12925,12925, Field of Greens
12926,12926, Fun Zone Arcade
12927,12927, got piercings? (cart)
12928,12928, Granite City Food & Brewery
12929,12929, Hairstylers (cart)
12930,12930, Innovative Smoking
12931,12931, It Only Makes Scents (cart)
12932,12932, I-Wrapz (cart)
12933,12933, L.P.C. Nails
12934,12934, Mens Wearhouse & Tux
12935,12935, Mike's Car Wash
12936,12936, NYS (cart)
12937,12937, Off the Wall
12938,12938, Old World Fudge
12939,12939, Parkview Heartcheck
12940,12940, Planet Pita
12941,12941, Remixx
12942,12942, Sears Hair Salon
12943,12943, Skye Studios
12944,12944, Sprint Express
12945,12945, Starbucks Coffee Company
12946,12946, Summit City Fencing Club
12947,12947, T.G.I.Friday's
12948,12948, Tags & Tags Too (carts)
12949,12949, The Natural Soap Market
12950,12950, The Perfect Dress
12951,12951, Turn One
12952,12952, UniversiTEES
12953,12953, Van's Audio & Video
12954,12954, abercrombie Kids
12955,12955, Aldo Accessories 
12956,12956, American Basics
12957,12957, babyGAP
12958,12958, Bianco Furniture
12959,12959, Boarders Sports
12960,12960, Boarders X
12961,12961, BOSS Hugo Boss 
12962,12962, Candid Intimates
12963,12963, Carl's Jr Restaurant
12964,12964, Carlton Hair
12965,12965, Carraz
12966,12966, Clarks Shoes
12967,12967, Cleo & Cucci
12968,12968, Contempo Girl
12969,12969, Ecko Red at Marc Ecko
