Mall Name,Mall State,Mall Address,Mall Phone,Mall Latitude,Mall Longitude,Mall Number of Stores,Mall Stores List
Lakeview Square Mall,Michigan,"5775 Beckley Rd., Battle Creek, MI",269-979-1744,42.2610558,-85.182696,73 stores," Aeropostale |  Air National Guard |  Amazing Space Arcade, The |  Applebee's |  Art of Airbrush |  AT&T; |  Auntie Anne's |  Barnes & Noble |  Bath & Body Works |  Body Arts |  BonWorth |  Buckle |  Buckle Stop, The |  Campus Den |  Carmike Cinema |  Claire's Boutique |  Deb Shop |  Don Pablo's |  Dunham's Sports |  Eye Beauty |  Finish Line |  For Your Entertainment (FYE) |  Fred Meyer Jewelers |  Gamestop  |  GNC - General Nutrition Center |  Golden River |  Golden River #2 |  Hat World |  Hot Topic |  Christopher & Banks |  JC Penney Portrait Studio |  JCPenney |  Jewelry Express |  Jewelry World |  Journeys |  Kay Jewelers |  LeNails |  Macy's |  MasterCuts |  Maurices |  Men's Wearhouse and Tux |  Minges Hills Church of God |  Mrs. Fields Pretzel Time |  Nail Trix |  NYS Collection |  Oasis |  Olan Mills Studio |  Oriental Arts |  Pacific Sunwear |  Paragon Leather |  Payless Shoes |  Pearle Vision |  Radio Shack |  Radio Shack Kiosk |  Regis Hairstyles |  Rogers & Hollands |  Santa Set |  Sarku Japan |  Sears |  Sears Portrait Studio |  Shoe Dept. Co. |  The Children's Place |  Ticketmaster (Macy's) |  Touch Wireless |  Toy Barn |  Trade Secret |  Tradehome Shoes |  Victoria's Secret |  Vitamin World |  York Country Designs |  Zales |  Zinyaw Oriental Express"
Lakewood Center,California,"500 Lakewood Center Mall, Lakewood, CA",562-531-6707,33.852585,-118.140517,219 stores," 24 Hour Fitness |  Aeropostale |  Albertson's |  Aldo |  All Pro Sports |  American Eagle Outfitters |  Ameripage |  Amuse |  Anchor Blue |  Anny Lee |  Arby's |  Armed Forces Recruiting Center |  As Seen on T.V. |  AT&T; |  Babies A Lot |  Baja Fresh |  Bakers |  Bakkers Cookies |  Bank of America |  Bath & Body Works |  Bed, Bath & Beyond |  BeriCup |  Best Buy |  Black Angus Steakhouse |  Blade |  Bloom |  Borders |  Boston Market |  Calendar Club + Go Games |  California Pizza Kitchen |  California Steak & Fry |  Carl's Jr. |  cathy jean |  Cellular Center - Cingular |  Cingular Wireless |  Cinnabon |  Claire's |  Costco Wholesale |  Crazy 8 |  Crown Jeweler |  Dairy Queen |  Daniel's Jeweler |  DaVita |  Deli Fresh |  Disney Store |  Dr. Gottlieb Optometrist |  Dr. Scheffel's Vision Center |  East Side Mario's |  El Torito |  Elephant Bar |  Euphoria |  Fanzz |  Fast Fix Jewelry & Watch Repair |  Finish Line |  First Bank & Trust |  First City Credit Union |  FOCUS |  Foot Locker |  FootAction USA |  FOOTSIE |  Forever 21 |  Frederick's of Hollywood |  Fuddruckers |  G by Guess |  GameStop |  Gap |  Gap Kids |  General Nutrition Center |  Gengis Khan |  George's Greek Cafe |  Global Luggage |  Gold Valley |  Golden Jewelry Design & Repair |  Guest Services |  H&R; Block |  Hallmark |  Hickory Farms |  Hollister Co. |  Hollywood Video |  Home Depot |  Home Town Buffet |  Horizon Beauty Supply |  Hot Dog on a Stick |  Hot Topic |  Charlotte Russe |  Chili's |  Chinese Gourmet Express |  Chipotle |  Icing |  IHOP |  Jamba Juice |  JCPenney |  Jenny Craig Weight Loss Centre |  Journeys |  JT Marketing |  Kay Jewelers |  Kelly's Coffee & Fudge Factory |  Kevin Jewelers |  Kids Foot Locker |  Kids Kloset |  L.A. Italian Kitchen |  Lady Foot Locker |  Lakewood Chamber of Commerce |  Lakewood Sheriff's Community Safety Center |  Lakewood Skin & Nails |  Lane Bryant |  Latin Lingo |  LensCrafters |  LIDS |  Life Uniform |  Macy*s |  Management Office |  Marie Callender |  MasterCuts |  Max Rave |  McDonalds |  Melt Gelato Italiano |  Memory Portraits |  Metro PCS |  Mimi's Cafe |  Mode Plus |  Mon Ami Jewlers |  Motherhood Maternity |  Mountain View Tires |  Mrs. Fields |  Natural Nails |  New York & Company |  News Plus |  One World Travel |  Outback Steakhouse |  Pacific Jewelers |  Pacific Theatre North |  Pacific Theatres North |  Pacific Vision Center |  PacSun |  Panera Bread |  Payless ShoeSource |  Perfume Gallery |  Photo Makers |  Piercing Pagoda |  Pomme |  Postnet |  Pro Image |  Quizno's Classic Subs |  RadioShack |  Red Lobster |  Regis Salons |  Resari |  Robert Wayne Footwear |  Romano's Jewelers |  Round Table Pizza |  Royal Jewelers I |  Royal Jewelers II |  Rugs & More |  SAK Fashion |  Salvatory |  Sanrio |  Sbarro |  Sean's Jewelers |  Seattle's Best Coffee |  Security & Guest Services Administration Office |  See's Candies |  Shiekh Shoes |  Shoe Palace |  Souplantation |  Spencer's |  Spirit Halloween |  Sprint |  Starbucks Coffee |  Stride Rite |  Studio Shots |  Subway |  Suncoast |  Sunglass Hut |  Sunglass Chalet |  Super Mex |  SuperCuts |  Surf City Squeeze |  Sweet Fantasy |  Takken's Comfort Shoes |  Target |  The Hop |  The Children's Place |  The Mattress Store |  The Raider Image |  Things Remembered |  T-Mobile |  T-Mobile Voice Stream Wireless |  Tokyo Grill |  Tokyo Hibachi |  Tokyo Japanese Lifestyle |  Tommies Tailoring |  Top Nailine |  Torrid |  Total Time |  Toy Connection |  T-Shirts Plus |  U.S. Postal Kiosk |  Underground Station |  United States Coast Guard Recruiting Center |  Up Against The Wall |  Vans |  Verizon |  Verizon Wireless Express |  Victoria's Secret |  Vision Shoes |  Volcano Tea House |  Watch Works |  Wells Fargo |  Wells Fargo Financial |  Wet Seal |  Wetzel's Pretzels |  Wildberry Yogurt |  Windsor |  Za Za |  Zales |  Ziba Beauty |  Zumiez"
Lancaster Mall,Oregon,"831 Lancaster Drive NE, Salem, Oregon 97301",+1 503-585-1338,44.9419844,-122.985087,72 stores, Affordable Framing |  Airbrush by Paul |  Applebee's |  Auntie Anne's Pretzels |  Avva Cigars & Wine |  Baja Fresh Mexican Grill |  Bank of America  |  Baskin-Robbins |  Bath & Body Works |  Beauty Nails |  Best Buy |  Binyon's |  Bright Now Dental |  Burlington Coat Factory |  Candy Tyme |  Cartridge World |  Claire's  |  Comcast |  Custom Cellular |  Diamond Wireless |  DMV |  Famous Footwear |  Flaming Wok |  Foot Locker |  Fred Meyer Jewelers |  GameStop |  GNC |  Harry Ritchie's Jewelers |  Christian Books |  Jo-Ann Fabrics & Craft |  Journeys |  Kay Jewelers |  Keyhole |  Life Uniforms |  Macy's |  Macy's Clearance Center |  Mark's Hallmark |  McDonald's Express |  McGrath's Fish House |  No Skinny |  Orange Julius |  PacSun |  Payless ShoeSource |  Perfect Look |  Pier 1 Imports |  RadioShack |  Regal Cinemas |  Regis Salon |  rue21 |  Sears |  Sears Automotive Center |  Sears Miracle Ear |  Sears Optical Center |  Sears Portrait Studio |  Shoe Mill |  Shutterbug |  Sleep Country USA |  Smart Wireless- AT&T; |  Sprint PCS |  Starbucks Coffee |  Subway |  Sun City |  Supercuts |  The Barbers |  The Children's Place |  The Mac Store |  The Sports Authority |  Trends |  U.S. Bank of Oregon |  Victoria's Secret |  Wells Fargo
Lancaster Marketplace,California,"44950 Valley Central Way, Lancaster, CA",661-942-7897,34.6990426,-118.1743233,46 stores, Aloha Pure Water |  Antelope Valley Medical Center |  Beads R Us |  Bianco's Cafe |  Big Dog Sportswear |  Castle Kidz Kutz |  Claire's Accessories |  Clothing Shack |  Complete Computer Care |  Dressbarn |  D's Ceramics |  Factory Brand Shoes |  Fresenius Medical Center Dialysis Services |  Girl Scouts - Joshua Tree Coucil |  Harbor Freight Tools |  Health & Beauty Liquidators |  Kitchen Collection |  Korean Barbecue |  K-Swiss Outlet |  Levi's Outlet By Most |  Living Word Worship Center |  Medusa Salon |  Mobil Madness/Verizon Wireless |  Monster Fitness |  Montage Salon |  Niky's Sports |  Pasadena Beauty Supply |  Pharmacy Boardshop |  Pinups |  Pro Sport Outlet |  Purple Martini |  Reebok |  Rockport |  Rossana's Bridal Cottage |  S & Y Furniture |  Scentzations |  Shiela's Linens |  Sofa World |  Super King Buffet |  Tae Kwon Do Academy |  The Bomb Factory |  The Mercantile |  Toy Liquidators |  Vitamin World |  World One Realty
Landmark Mall,Virginia,"5801 Duke Street, Suite D-108, Alexandria, VA",703-941-2582,38.815635,-77.131224,97 stores, A Dollar Store |  Alexandria Police Community |  Arnez Silver & Goldsmith |  As Seen on TV |  Asanka Delight Restaurant and Catering |  AT&T; Wireless Outlet |  AT&T-Portables; |  Auntie Anne's Pretzels |  AV Wireless |  Avon Beauty Center |  Bank of America ATM |  Bath & Body Works |  Beauty Mania |  Bela Shoes |  Buzzy Bees |  Cajun Gourmet |  Capitol Dollar Store Plus |  Cell Xtras |  Claire's Accessories |  Clear |  Columbia Linens |  Cricket |  Deep South Snowshakes |  Direct Furniture |  Elite Jewelers |  Ellen's Boutique |  Essentials Tobacconist |  Et Amore |  Ethiopian Twice Boutique |  Eyebrow Designer 21 |  Finish Line |  Foot Locker |  Frank's Shoe Repair |  Furniture  Mattress Outlet |  General Nutrition Center |  GQ Casual |  Great Wall Express |  Hairworks by Noufal |  Hanice Hair Gallery |  Healthwise |  Home Decor Unlimited |  Hour Eyes |  Chicken Kabob |  Chick-fil-A |  In Joy Coffee & Tea |  Italian Gallery |  Jackson Hewitt Tax Service |  JCA Seniortech |  Jewel Sensation |  Kay Jewelers |  Kelechi African Imports |  Landmark Career Academy |  Landmark Computer Services |  Landmark Custom Tailors |  Landmark Customer Service |  Landmark Management Office |  Landmark Public Safety |  Lenscrafters |  Lenscrafters - Dr. Unwalla |  Littman Jewelers |  M & T Bank ATM |  Macy's |  Mona Lisa Photography |  Nails & Spa Salon |  New Creation Therapy |  NVS Cuts |  NY Fashion |  One Hour Jewelry Repair |  Park Clean-Car Wash |  Payless Shoe Source |  Radio Shack |  Regan Dance Center |  Right Time |  SAB Fabric |  Salon Noufal |  Sears |  Sears Automotive |  Sears Optical |  Sears Photo |  Sensazao Dance Fitness |  Sprint |  Stop LLC |  Suit & Co. |  Suit City |  Suntrust Bank |  Temptations |  Tivoli's Italian Pizza |  T-Mobile |  T-Mobile-Intouch Wireless |  Touch Up Hair Gallery |  Trends |  Victoria's Secret |  Victoria's Secret Beauty |  Washington Wireless |  Weyone Sports Lounge |  World Wide Luggage
Lansing Mall,Michigan,"5330 West Saginaw Highway, Lansing, MI",517-321-0145,42.7410458,-84.6237053,91 stores," Aeropostale |  Afro Visions |  American Eagle Outfitters |  Applebee's |  Army Career Center |  Auntie Anne's Pretzels |  Babies R Us |  Barnes & Noble |  Bath & Body Works |  Best Buy |  Body Jewelry & More |  Bon Worth |  Campus Den |  CJ Banks |  Claire's Boutique |  Deb Shop |  Dunham's |  Eaton County Prosecutor's Office |  Exotic Perfumes |  Eyes By India |  Fast Jewelers |  Finish Line |  Flagstar Bank |  Foot Locker |  FYE (For Your Entertainment) |  GameStop |  General Nutrition Center |  Global Cellular |  Gold Pros |  Gold Touch, The |  Gymboree |  H & R Block |  Hallmark |  Hot Topic |  Houlihan's |  Champs Sports |  Charlotte Russe  |  Chinese Massage |  Chipotle |  Christopher & Banks |  J B Robinson Jewelers |  JC Penney |  Jewelry World |  Journey's |  Kay Jewelers |  Kid's Foot Locker |  Kingdom Dreams |  Lady Foot Locker |  Lane Bryant |  Lansing Mall 6 |  Legends Sports Memorabilia |  LensCrafters |  LIDS |  Little Easy Cajun |  Logan's Roadhouse |  Macy's |  Magic Shoes |  Man Alive |  MasterCuts |  Men's Wearhouse |  Men's Wearhouse and Tux |  Moonwalk Adventures (moonwalkadv.com) |  N.Y. Shades |  Nail Trix |  Nancy's Nails |  Nestle Toll House Café |  Nirvana |  Olga's Kitchen |  PacSun |  Panera Bread |  Payless Shoe Source |  Pearle Vision |  Regis Hairstylists |  Rogers & Hollands Jewelers |  Sbarro |  Subway |  Sundaes |  T.J. Maxx |  the Shoe Dept. |  Things Remembered |  T-Mobile |  Toys R Us - Holiday Express |  Trade Secret |  Tradehome Shoes |  Unknown Ink |  Verizon Wireless |  Victoria's Secret |  Victoria's Secret Beauty |  Vitamin World |  Younkers "
Larkridge & Larkridge South,Colorado,"1601 Blake St, Suite 600 Denver CO 80202",303-595-9919,39.750917,-104.9991639,42 stores, Bead Stringers |  Bed Bath & Beyond |  Buffalo Wild Wings |  Colorado Spine |  Connect - AT&T; |  Costco |  Daveco Liquors |  Dick's Sporting Goods |  Edward Jones |  Exempla Larkridge Med. |  Famous Dave's BBQ |  Fodor Billiards |  G-3 Car Wash |  Good Times |  Gunther Toody's Diner |  Hobby Nails |  Home Depot |  Chick-fil-A |  Chili's |  Kaiser Permanente |  La Fogata Latin Grill |  Larkridge Family Dentist |  OfficeMax |  PetSmart |  Pier 1 Imports |  Sears Grand |  Starbucks Coffee |  Subway |  Summit Bank & Trust |  Supercuts |  Toys R Us / Babies R Us |  U.S. Bank |  Vacant |  Vacant 2 |  Vacant 4 |  Vacant 5 |  Vacant 6 |  Vacant 7 |  Verizon Wireless |  Village Inn |  Westwood Ctr Perform Arts
Laurel Commons,Maryland,"14828 Baltimore Avenue, Laurel, MD",301-953-3300,39.0934751,-76.8551844,38 stores, A Step Ahead |  Auntie Anne's |  Bath & Body Works |  Best Dollar |  Brite Shoe Service |  Burlington Coat Factory |  Claire's |  Exit Right Realty |  Fashion Bag Gallery |  First Lady |  Fitness Optimist |  Gallery Imports (African Art and Home Accessories) |  General Nutrition Center |  Gold Palace |  Grill to Go |  GVC Skate Park |  Hair & Nail Trix |  Healing Touch |  Heavenly Essence |  Home and Office Decor |  Home Furniture & Design |  Lady Foot Locker |  Laurel Custom Tailor |  Liberty Cell & IPod |  Macy's |  Men's Accessories |  Payless ShoeSource |  Post Office |  Rainbow |  Scent & Such |  Secret Garden |  Sports Zone |  The Toy Shop |  Turning Point |  Value Tax |  Waldin Jewelers |  Whitney's Jewelers
Laurel Park Place,Michigan,"37700 W. Six Mile Rd, Livonia, MI",734-462-1100,42.413498,-83.416614,77 stores," Aéropostale |  All in the Bag |  Always Irish |  Art Is In Market |  Asian Too |  Auntie Anne’s Pretzels |  Bar Louie |  Bath & Body Works |  Bath Fitter |  Beautiful Eyebrows |  Bee Waxed Salon |  Blondie's Salon & Spa |  Borders Express |  Brookstone |  California Pizza Kitchen |  Celebrity Pets Co., LLC |  Claire's Accessories |  Coffee Beanery |  Coldwater Creek |  Crazy 8 |  Easy Spirit |  Eddie Bauer |  Express |  Finish Line |  Foto Fix |  Fun R Us |  Gap |  GapKids | babyGap |  Godiva Chocolatier |  Gymboree® |  Charisma Salon & Day Spa |  Charley's Grilled Subs |  Chico's |  Johnny's Yogurt |  Johnston & Murphy |  Jos. A. Bank |  J-Trends |  Justice |  LensCrafters |  Leo's Coney Island |  Livonia Marriott |  Max & Erma's |  McDevitt's Hallmark |  M-Den |  Men's Wearhouse and Tux |  MJ Diamonds |  Mrs. Fields Cookies |  Nine West |  Olga's Kitchen |  Parisian |  Pro Sports Zone |  Razzmatazz Toys |  Ritz Camera |  Rogers & Hollands Jewelers |  Sanders |  Sbarro |  Solar Ex |  Soma Intimates |  Subway |  Sunglass Hut |  Sweet Lorraine's |  Talbots |  Talbots Petites |  Tapper's Gold Exchange |  The Limited |  The Olive Store* |  The Sleep Number Store |  Things Remembered |  Victoria's Secret |  Victoria's Secret PINK |  Vitamin World |  Von Maur |  Watch Express |  White House Black Market |  Wu Xing Massage |  Yankee Candle Company"
Layton Hills Mall,Utah,"1076 Layton Hills Mall, Layton, UT 84041",801-546-3471,41.0602216,-111.9710529,135 stores, Aaron's |  Aéropostale |  All Natural Eyebrows |  American Eagle Outfitters |  AT&T; |  Bath & Body Works |  Beauty Express |  Bella Pierre Mineral Makeup |  Best Alterations |  Beyond the Beauty |  Big Lots |  Body Evolution |  Bohme |  Brimz Communications |  Buckle |  C.J. Banks |  Cell Again |  Claire's |  Clear |  Coppin's Hallmark |  Cosmo Prof |  Crazy 8 |  Cricket |  Denny's |  Deseret Book |  Diamond Verizon Wireless |  Diamond Wireless |  Dish Network |  Dollar Tree |  DownEast Basics |  Downeast Home |  Famous Footwear |  FANZZ |  Foot Locker |  Forever Young Shoes |  Franklin Covey |  Frequency RC |  FruitFlowers |  FYE (for your entertainment) |  GameStop |  Garcia's |  GNC Live Well |  Green Tea Store |  Gymboree® |  Head Over Heels |  Hollister Co. |  Hot Dog on a Stick |  Hot Topic |  Charley's Steakery |  Charlotte Russe |  Chase Bank |  Chick-fil-A |  Chinese Gourmet Express |  Christopher & Banks |  Icing by Claire's |  Invisible Shield |  Java Juice |  JCPenney |  JCPenney Salon |  Jo-Ann Fabrics |  Journeys |  Justice |  Kay Jewelers |  Key Bank |  Kiddie Kandids |  Lane Bryant |  Layton Hills Mall/ Management Office |  Lifestrength |  Lily Pads & Lullabies |  Love Sac |  Macy's |  Massage Envy |  MasterCuts |  Maurices |  McDonald's |  Miche Bag |  Morgan Jewelers |  Motherhood Maternity |  Mrs. Cavanaugh's |  Mrs. Fields Cookies |  New York & Company |  Northern Realty |  Olive Garden |  Orange Julius | Dairy Queen |  Osaka Japan |  Pacific Sunwear |  Paris Nails |  Passion Day Spa & Nails |  Payless ShoeSource |  Peanut Posh |  Performax Gyms |  Piercing Pagoda |  Pillow Pets |  Plato's Closet |  Popcorn Cottage |  Power Station |  Pretzelmaker | TCBY |  Qwest Solutions |  Rocky Mountain Handbag Company |  Sbarro the Italian Eatery |  Schubach Jewelers |  Silver Loft |  Simply Mac |  Sizzler |  Skinz |  Solis Shades |  Spencer Gifts |  Sports Authority |  Sprint Connected Wireless |  Standard Optical |  Subway |  Sunglass Hut |  Taco Time |  The Children's Place |  The Sleep Number Store |  The Sticker Shop |  Things Remembered |  Tie One On |  Time's Ticking |  Tinseltown 17 |  T-Mobile |  T-Mobile Limited |  Trade Secret |  TradeHome Shoes |  Tricked Out |  Tricked Out Accessories |  Tuesday Morning |  Vanity |  Victoria's Secret |  Wendy's |  Wet Seal |  Wireless Revolution |  Zales Jewelers |  Zumiez
Lebanon Valley Mall,Pennsylvania,"Route 422 West, Lebanon, Pennsylvania 17042-2589",+1 717-274-2564,40.338474,-76.4448629,46 stores, 1st Nat'l Bnk of Fred'brg |  American Greetings |  Arcade |  AT&T; Wireless |  Auntie Anne's Pretzels |  Bath & Body Works |  Books On The Mall |  Boscov's |  Boscov's Optical |  Cell Fun |  Claire's  |  Country Crossings |  Dairy Queen |  f.y.e. |  Fashion Bug |  Foot Locker |  GameStop |  GNC |  Golden Links |  Great Escape Theatres |  H&R; Block |  Hair Cuttery |  Hobby Lobby |  Christopher & Banks |  Kay Jewelers |  Mancino's Pizza |  MasterCuts |  Maurices |  Mobile Pros |  Natural Nails |  Payless ShoeSource |  Piercing Pagoda |  Precision Wireless |  Quest Diagnostics |  RadioShack |  Shoe Dept. |  Schuylkill Vly Sptg Good |  Subway |  Threading Beauty |  Tires Plus |  T-Mobile |  U.S. Recruiting-Air Force |  Victoria's Secret |  Waldenbooks |  Zales The Diamond Store
Legacy Place,Massachusetts,"680 Legacy Place, Dedham, Massachusetts 02026",+1 781-329-3009,42.2322985,-71.1780395,74 stores, 344 |  ALDO |  Anthropologie |  Apple Store |  Aquitaine Bistro |  Au Bon Pain |  b.good |  babyGap |  Banana Republic |  Bath & Body Works |  Beauty & Main |  bebe |  Brooks Brothers Ctry Club |  Citizens Bank |  Citizens Bank ATM |  City Sports |  Claire's  |  Clarks |  Coldwater Creek |  Crazy 8 by Gymboree |  Dandelion Jewelry |  Express |  Fossil |  Francesca's Collections |  Free People |  Gap  |  GapBody |  GapKids |  Giggle |  Gymboree |  H&M; |  Chocolate Therapy |  J.Crew Factory Store |  J.P. Licks |  Johnston & Murphy |  Justice |  Kings |  L.L.Bean |  Legal Sea Foods |  Levi's |  LOFT |  Love Culture |  Lucky Brand Jeans |  Lucy |  Lululemon Athletica |  Lunette Optic |  Merrell Shoes & Apparel |  New Balance |  Oakley |  Orvis |  P.F. Chang's China Bistro |  Pandora |  Paper Source |  Qdoba Mexican Grill |  Roster |  Salon Capri |  Sephora |  Showcase Cinema de Lux |  Stellabella Toys |  Stil Studio |  Stride Rite |  Sugar Heaven |  The Met Bar & Grill |  The Paper Store |  T-Mobile |  Urban Outfitters |  Victoria's Secret |  White House|Black Market |  Whole Foods Market |  Wicked Fire Kissed Pizza |  Williams Sonoma |  Yankee Candle |  Yard House
Legacy Village,Ohio,"25001 Cedar Road, Lyndhurst, Ohio 44124",+1 216-382-3871,41.5013326,-81.5020241,56 stores, Anthony Vince Nail Salon |  Apple Store |  Arhaus |  AT&T; |  Bar Louie |  Bling & Things |  Bose |  Brides by Demetrios |  BRIO Tuscan Grille |  C.J. Banks |  California Pizza Kitchen |  Claddagh Irish Pub |  Coldwater Creek |  Contessa Gallery |  Cookies by Design |  Crate & Barrel |  Crazy 8 |  Dick's Sporting Goods |  Ecco Shoes |  Fifth Third Bank |  Francesca's Collections |  Giant Eagle Supermarket |  Gymboree |  Heather's Heat & Flavor |  Huntington Bank ATM |  Charming Charlie |  Cheesecake Factory |  Chipotle Mexican Grill |  Christopher & Banks |  Janie and Jack |  Jos. A. Bank |  Justice |  Ladies & Gentlemen Salon |  Lilly Pulitzer |  LOFT |  Nordstrom Rack |  Pearle Vision |  Picciones' Jewelers |  Restoration Hardware |  Revive |  Rocky Mountain Chocolate |  Soma |  Sprintcom |  Starbucks Coffee |  Stir Crazy |  Stride Rite |  Talbots |  The Melting Pot |  Toy Tank |  Tropical Smoothie Cafe |  Urban Active Fitness |  Verizon Wireless |  Viking Culinary Arts |  White House|Black Market |  Yogurt Vi
Lehigh Valley Mall,Pennsylvania,"250 Lehigh Valley Mall, Whitehall, PA 18052-5795",(610) 264-5511,40.6832755,-75.5858886,163 stores," abercrombie |  Abercrombie & Fitch |  Aerie by American Eagle Outfitters |  Aeropostale |  Against All Odds |  Aldo Shoes |  American Eagle Outfitters |  Ann Taylor |  Apple Store |  Asian Dynasty |  AT&T; |  Babies 'R Us |  Bare Minerals by Bare Escentuals |  Barnes & Noble |  Bath & Body Works |  bebe |  Best Buy Mobile |  Blue Mountain Vineyards |  Bonefish Grill |  Boscov's |  Bravo! Cucina Italiana |  Brow Studio 7 |  Buckle |  Build-A-Bear Workshop® |  Caché |  Candy Land |  Cinnabon |  Claire's Accessories |  Clarks |  Coach |  Cold Stone Creamery |  Coldwater Creek |  Colonial Marble & Granite |  Coming Attractions |  Cotton On |  Deb |  Deja Vu |  dELiAs |  Disney Store, The |  Dunderbak's Market Cafe |  Express |  Express Men |  Firestone |  Foot Locker |  Forever 21 |  Freeman Jewelers |  Friendly's |  fye - For Your Entertainment |  GameStop |  Gap |  GapKids/ BabyGap |  GapMaternity |  Garage |  General Nutrition Center |  Gertrude Hawk Chocolates |  Ghost Armor |  Gift Design Galleries |  Gold Rush |  Golden Corral |  Golden Spa & Nails |  Gordon's Jewelers |  Guitar Center |  Gymboree |  Helzberg Diamonds |  Heritage Shop |  hhgregg |  HobbyTown USA |  Hollister Co. |  Hot Topic |  Champs Sports |  Charlotte Russe |  Chick-fil-A |  Chico's |  Chipotle Mexican Grill |  Chuck E. Cheese |  Icing |  I-Fix and Color |  Imagine |  InvisibleSHIELD by Zagg |  iTrendz |  It's About Time |  J.Crew |  jcpenney |  JCPenney Optical |  Journeys |  Juan Rivera Agency |  Kay Jewelers |  Kids Foot Locker |  Lady Foot Locker |  Lane Bryant |  Lehigh Bagels & Deli |  LensCrafters |  Lids |  Littman Jewelers |  L'Occitane |  LOFT |  Macy*s |  Magical Massage |  Mall Management Office |  Mall Security |  MasterCuts |  Men's Wearhouse and Tux |  Modell's Sporting Goods |  Motherhood Maternity® |  Nail Division |  Nestle Toll House Cafe by Chip |  New York & Company |  p.s. from aeropostale |  PacSun |  Papyrus |  Payless ShoeSource |  Pearle Vision Center |  Piercing Pagoda |  Piercing Pagoda (Kiosk) |  PINK |  Pottery Barn |  Pretzelmaker |  Proactiv |  Radio Shack |  Razzleberry Frozen Yogurt |  Red Lobster |  Regis Salons |  Ruby Tuesday |  Scotto Pizza |  Sephora |  Seven and Seven Convenience |  Simon Guest Services |  Sleep Number by Select Comfort |  Smoke Free |  Solar X Eyewear |  Soma Intimates |  Spencer Gifts |  Splat Ball |  Sprint |  Starbucks Coffee |  Street Talk |  Stride Rite Shoes |  Subway |  Sunglass Hut |  Swarovski Crystal |  Teavana |  Ten Thousand Villages |  The Gold Deposit |  The Children's Place |  The Limited |  The Pita Pit |  The Shoe Department |  The Walking Company |  Things Remembered |  Tilly's |  T-Mobile |  Traffic Shoes |  Vans |  Verizon Wireless |  Victoria's Secret |  Wendy's |  Wet Seal |  White House Black Market |  Williams-Sonoma |  Yankee Candle |  Zales Jewelers |  Zumiez"
